Treatment,Segment ID,Council District,Street Name,From Limit Street,To Limit Street,Segment Length,Segment Width,Lane Miles,Completion Date,PROJECT_ID,Resurfacing Description,Treatment Category
SLURRY,2027260,8.0,BEXLEY LN,BEACHMONT LN,EASINGWOLD LN,335,25.0,0.16,10/12/2016 0:00,27318,,PM Thin Surface Treatment
SLURRY,2027261,8.0,BEXLEY LN,EASINGWOLD LN,BEXLEY CT,436,25.0,0.21,10/12/2016 0:00,27318,,PM Thin Surface Treatment
SLURRY,2027262,8.0,BEXLEY LN,BEXLEY CT,GORHAM GLEN LN,424,25.0,0.2,10/12/2016 0:00,27318,,PM Thin Surface Treatment
SLURRY,2027263,8.0,BEXLEY LN,GORHAM GLEN LN,BEACHMONT LN,426,25.0,0.2,10/12/2016 0:00,27318,,PM Thin Surface Treatment
SLURRY,3200909,5.0,CHINESE ELM CT,GRIZZLY OAK DR,CUL DE SAC,193,27.0,0.1,10/12/2016 0:00,27323,,PM Thin Surface Treatment
SLURRY,2035068,8.0,EASINGWOLD LN,5701,BEXLEY LN,165,27.0,0.08,10/12/2016 0:00,27326,,PM Thin Surface Treatment
SLURRY,2035053,8.0,MAGNA CT,11401,MORDRED LN,163,25.0,0.08,10/12/2016 0:00,27344,,PM Thin Surface Treatment
SLURRY,2035056,8.0,MORDRED CT,11401,MORDRED LN,416,25.0,0.2,10/12/2016 0:00,27351,,PM Thin Surface Treatment
SLURRY,2027227,8.0,MORDRED LN,POMPEY CT,PEBBLE GARDEN LN,297,27.0,0.15,10/12/2016 0:00,27352,,PM Thin Surface Treatment
SLURRY,2027228,8.0,MORDRED LN,MORDRED CT,POMPEY CT,310,27.0,0.16,10/12/2016 0:00,27352,,PM Thin Surface Treatment
SLURRY,2027229,8.0,MORDRED LN,OHMFIELD CT,MAGNA CT,145,27.0,0.07,10/12/2016 0:00,27352,,PM Thin Surface Treatment
SLURRY,2027230,8.0,MORDRED LN,MAGNA CT,MORDRED CT,673,27.0,0.34,10/12/2016 0:00,27352,,PM Thin Surface Treatment
SLURRY,2027231,8.0,MORDRED LN,BACK BAY LN,OHMFIELD CT,328,27.0,0.17,10/12/2016 0:00,27352,,PM Thin Surface Treatment
SLURRY,2035048,8.0,MORDRED LN,PEBBLE GARDEN LN,6149,250,27.0,0.13,10/12/2016 0:00,27352,,PM Thin Surface Treatment
SLURRY,2035054,8.0,OHMFIELD CT,MORDRED LN,11415,147,25.0,0.07,10/12/2016 0:00,27353,,PM Thin Surface Treatment
CRCKSL,2013083,10.0,FAR WEST BLVD,WEST RIM DR,NORTH HILLS DR,267,41.0,0.21,10/13/2016 0:00,28178,,PM Crack Seal
CRCKSL,2013086,10.0,FAR WEST BLVD,CANYONSIDE TRL,MARBRYS RIDGE CV,249,31.0,0.15,10/13/2016 0:00,28178,,PM Crack Seal
CRCKSL,2013090,10.0,FAR WEST BLVD,WATERLINE RD,WEST RIM DR,900,41.0,0.7,10/13/2016 0:00,28178,,PM Crack Seal
CRCKSL,2013095,10.0,FAR WEST BLVD,NORTH HILLS DR,STAHL CV,298,41.0,0.23,10/13/2016 0:00,28178,,PM Crack Seal
CRCKSL,2013096,10.0,FAR WEST BLVD,STAHL CV,CANYONSIDE TRL,613,41.0,0.48,10/13/2016 0:00,28178,,PM Crack Seal
CRCKSL,2013097,10.0,FAR WEST BLVD,MARBRYS RIDGE CV,CANDLE RIDGE DR,1074,31.0,0.63,10/13/2016 0:00,28178,,PM Crack Seal
CRCKSL,2013109,10.0,FAR WEST BLVD,MESA DR,WATERLINE RD,548,41.0,0.43,10/13/2016 0:00,28178,,PM Crack Seal
CRCKSL,2013116,10.0,FAR WEST BLVD,CANDLE RIDGE DR,SANTOLINA CV,646,41.0,0.5,10/13/2016 0:00,28178,,PM Crack Seal
CRCKSL,2013125,10.0,FAR WEST BLVD,SANTOLINA CV,LADERA NORTE,391,41.0,0.3,10/13/2016 0:00,28178,,PM Crack Seal
SLURRY,2035042,8.0,READVILL CT,READVILL LN,6219,210,25.0,0.1,10/13/2016 0:00,27359,,PM Thin Surface Treatment
SLURRY,2035044,8.0,RICKERHILL CT,RICKERHILL LN,10911,236,25.0,0.11,10/13/2016 0:00,27364,,PM Thin Surface Treatment
SLURRY,2027222,8.0,SKAHAN LN,PEBBLE GARDEN LN,READVILL LN,725,25.0,0.34,10/13/2016 0:00,27375,,PM Thin Surface Treatment
SLURRY,2035043,8.0,UTICA CV,6101,READVILL LN,279,25.0,0.13,10/13/2016 0:00,27381,,PM Thin Surface Treatment
SLURRY,2048591,5.0,ISLAND OAK DR,AUCTION OAK DR,GRIZZLY OAK DR,980,38.0,0.5,10/13/2016 0:00,27340,,PM Thin Surface Treatment
SLURRY,2048645,5.0,ISLAND OAK DR,S FIRST ST,AUCTION OAK DR,416,40.0,0.32,10/13/2016 0:00,27340,,PM Thin Surface Treatment
CRCKSL,5056224,2.0,KELLAM,7653,ELROY RD,1496,39.0,1.1,10/13/2016 0:00,29014,,PM Crack Seal
CRCKSL,2034600,5.0,PEPPERGRASS CV,PINEY CREEK BND,8811,205,29.0,0.11,10/14/2016 0:00,28471,,PM Crack Seal
CRCKSL,2025569,5.0,PINEY CREEK BND,BENTON ST,PEPPERGRASS CV,375,35.0,0.25,10/14/2016 0:00,28481,,PM Crack Seal
CRCKSL,2025592,5.0,PINEY CREEK BND,PEPPERGRASS CV,DANDELION TRL,203,35.0,0.14,10/14/2016 0:00,28481,,PM Crack Seal
CRCKSL,2025596,5.0,PINEY CREEK BND,DANDELION TRL,DAVIS LN,152,35.0,0.09,10/14/2016 0:00,28481,,PM Crack Seal
CRCKSL,2026473,5.0,PINEY CREEK BND,WEST GATE BLVD,BISMARK CV,121,35.0,0.11,10/14/2016 0:00,28481,,PM Crack Seal
CRCKSL,2026474,5.0,PINEY CREEK BND,BISMARK CV,DANDELION TRL,499,35.0,0.34,10/14/2016 0:00,28481,,PM Crack Seal
CRCKSL,2026475,5.0,PINEY CREEK BND,DANDELION TRL,CRETYS CV,307,35.0,0.2,10/14/2016 0:00,28481,,PM Crack Seal
CRCKSL,2026476,5.0,PINEY CREEK BND,BISBEE CT,BENTON ST,332,35.0,0.21,10/14/2016 0:00,28481,,PM Crack Seal
CRCKSL,2026477,5.0,PINEY CREEK BND,CRETYS CV,BISBEE CT,152,35.0,0.1,10/14/2016 0:00,28481,,PM Crack Seal
CRCKSL,2034785,5.0,CRETYS CV,PINEY CREEK BND,8713,492,29.0,0.27,10/14/2016 0:00,28091,,PM Crack Seal
CRCKSL,2041977,5.0,DANDELION TRL,PINEY CREEK BND,PINEY CREEK BND,1100,35.0,0.72,10/14/2016 0:00,28108,,PM Crack Seal
SLURRY,2035058,8.0,REDMOND CV,REDMOND RD,10899,290,25.0,0.14,10/14/2016 0:00,27361,,PM Thin Surface Treatment
SLURRY,2027156,8.0,REDMOND RD,ESCARPMENT BLVD,PINKNEY LN,763,43.0,0.6,10/14/2016 0:00,27362,,PM Thin Surface Treatment
SLURRY,2027157,8.0,REDMOND RD,AYLFORD CT,REDMOND CV,907,43.0,0.74,10/14/2016 0:00,27362,,PM Thin Surface Treatment
SLURRY,2027163,8.0,REDMOND RD,PINKNEY LN,AYLFORD CT,389,43.0,0.32,10/14/2016 0:00,27362,,PM Thin Surface Treatment
SLURRY,2027167,8.0,REDMOND RD,REDMOND CV,LONDONSHIRE LN,711,43.0,0.58,10/14/2016 0:00,27362,,PM Thin Surface Treatment
SLURRY,2027168,8.0,REDMOND RD,LONDONSHIRE LN,GRASSMERE CT,570,43.0,0.46,10/14/2016 0:00,27362,,PM Thin Surface Treatment
SLURRY,2027169,8.0,REDMOND RD,GRASSMERE CT,ESCARPMENT BLVD,209,43.0,0.17,10/14/2016 0:00,27362,,PM Thin Surface Treatment
SLURRY,2031985,10.0,SITIO DEL RIO BLVD,F M 2222 RD,6629,1144,41.0,0.89,10/14/2016 0:00,27374,,PM Thin Surface Treatment
SLURRY,2035018,8.0,AYLFORD CT,5901,REDMOND RD,214,25.0,0.1,10/14/2016 0:00,27311,,PM Thin Surface Treatment
SLURRY,2035019,8.0,GRASSMERE CT,REDMOND RD,10917,362,25.0,0.17,10/14/2016 0:00,27336,,PM Thin Surface Treatment
SLURRY,2036454,6.0,MILKY WAY DR,10201,RIVER PLACE BLVD,2108,27.0,1.08,10/14/2016 0:00,27348,,PM Thin Surface Treatment
CRCKSL,2025540,5.0,BENTON ST,PINEY CREEK BND,CAMERON LOOP,186,35.0,0.12,10/14/2016 0:00,27945,,PM Crack Seal
CRCKSL,2034786,5.0,BISBEE CT,8501,PINEY CREEK BND,427,29.0,0.25,10/14/2016 0:00,27955,,PM Crack Seal
CRCKSL,2034784,5.0,BISMARK CV,8501,PINEY CREEK BND,119,28.0,0.08,10/14/2016 0:00,27956,,PM Crack Seal
SLURRY,2027218,8.0,RICKERHILL LN,RICKERHILL CT,BACK BAY LN,593,25.0,0.28,10/15/2016 0:00,27365,,PM Thin Surface Treatment
SLURRY,2027219,8.0,RICKERHILL LN,BACK BAY LN,BEACHAM CT,982,25.0,0.46,10/15/2016 0:00,27365,,PM Thin Surface Treatment
SLURRY,2027225,8.0,RICKERHILL LN,BEACHAM CT,MEDFIELD CT,377,25.0,0.18,10/15/2016 0:00,27365,,PM Thin Surface Treatment
SLURRY,2027226,8.0,RICKERHILL LN,MEDFIELD CT,RICKERHILL CT,333,25.0,0.16,10/15/2016 0:00,27365,,PM Thin Surface Treatment
SLURRY,2035060,8.0,BEACHMONT CT,BEACHMONT LN,5613,182,27.0,0.09,10/15/2016 0:00,27315,,PM Thin Surface Treatment
SLURRY,2035047,8.0,MEDFIELD CT,RICKERHILL LN,10913,250,25.0,0.12,10/15/2016 0:00,27345,,PM Thin Surface Treatment
CRCKSL,2034611,5.0,GEE ST,2701,BOBBY LN,209,30.0,0.11,10/17/2016 0:00,28209,,PM Crack Seal
CRCKSL,2025625,5.0,GETTYSBURG DR,8706,8715,157,40.0,0.12,10/17/2016 0:00,28212,,PM Crack Seal
CRCKSL,2034608,5.0,GETTYSBURG DR,8701,ZEKE BND,147,40.0,0.11,10/17/2016 0:00,28212,,PM Crack Seal
CRCKSL,3259420,5.0,GETTYSBURG DR,2810,2818,446,40.0,0.34,10/17/2016 0:00,28212,,PM Crack Seal
CRCKSL,3301159,5.0,GUIDEPOST TRL,2720,2805,429,22.0,0.18,10/17/2016 0:00,28245,,PM Crack Seal
CRCKSL,2026039,5.0,GUIDEPOST TRL,LEO ST,MARSH DR,155,22.0,0.07,10/17/2016 0:00,28245,,PM Crack Seal
CRCKSL,2026040,5.0,GUIDEPOST TRL,MARSH DR,HUEBINGER PASS,239,22.0,0.1,10/17/2016 0:00,28245,,PM Crack Seal
CRCKSL,2026049,5.0,GUIDEPOST TRL,HUEBINGER PASS,CURLEW DR,274,22.0,0.11,10/17/2016 0:00,28245,,PM Crack Seal
CRCKSL,3301160,5.0,GUIDEPOST TRL,2806,2816,286,22.0,0.12,10/17/2016 0:00,28245,,PM Crack Seal
CRCKSL,2025631,5.0,HUEBINGER PASS,DAVIS LN,BOBBY LN,227,27.0,0.12,10/17/2016 0:00,28277,,PM Crack Seal
CRCKSL,2025655,5.0,HUEBINGER PASS,BOBBY LN,CHENEY CV,612,27.0,0.32,10/17/2016 0:00,28277,,PM Crack Seal
CRCKSL,2026051,5.0,HUEBINGER PASS,CHENEY CV,GUIDEPOST TRL,189,27.0,0.09,10/17/2016 0:00,28277,,PM Crack Seal
CRCKSL,2025656,5.0,CHENEY CV,HUEBINGER PASS,BOBBY LN,561,30.0,0.32,10/17/2016 0:00,28041,,PM Crack Seal
CRCKSL,2034613,5.0,CHENEY CV,BOBBY LN,2805,102,30.0,0.08,10/17/2016 0:00,28041,,PM Crack Seal
CRCKSL,2034610,5.0,CLIPPER CT,ZEKE BND,8709,159,30.0,0.09,10/17/2016 0:00,28061,,PM Crack Seal
CRCKSL,2041996,5.0,ZEKE BND,2900,2931,692,30.0,0.39,10/17/2016 0:00,28730,,PM Crack Seal
CRCKSL,2025618,5.0,ZEKE BND,GETTYSBURG DR,CLIPPER CT,234,30.0,0.13,10/17/2016 0:00,28730,,PM Crack Seal
CRCKSL,2026166,5.0,LEO ST,SEMINARY RIDGE DR,DAVIS LN,540,22.0,0.23,10/17/2016 0:00,28336,,PM Crack Seal
CRCKSL,2026167,5.0,LEO ST,DAVIS LN,GUIDEPOST TRL,1040,22.0,0.44,10/17/2016 0:00,28336,,PM Crack Seal
CRCKSL,3259456,5.0,DAVIS LN,HUEBINGER PASS,GETTYSBURG DR,870,21.1,0.35,10/17/2016 0:00,28116,,PM Crack Seal
CRCKSL,2042006,5.0,DAVIS LN,GUIDEPOST TRL,ZEKE BND,340,22.0,0.14,10/17/2016 0:00,28116,,PM Crack Seal
CRCKSL,2025624,5.0,DAVIS LN,HUEBINGER PASS,GETTYSBURG DR,840,22.0,0.36,10/17/2016 0:00,28116,,PM Crack Seal
CRCKSL,2025636,5.0,DAVIS LN,GETTYSBURG DR,GUIDEPOST TRL,457,22.0,0.18,10/17/2016 0:00,28116,,PM Crack Seal
CRCKSL,2036651,2.0,MARBLE CREST DR,MARBLE RIDGE DR,TARA DR,651,27.1,0.33,10/17/2016 0:00,28365,,PM Crack Seal
CRCKSL,2036659,2.0,MARBLE CREST DR,TARA DR,MARBLE CREEK LOOP,554,27.0,0.28,10/17/2016 0:00,28365,,PM Crack Seal
CRCKSL,2036648,2.0,MARBLE RIDGE DR,MARBLE CREST DR,REDRICK DR,285,27.1,0.15,10/17/2016 0:00,28366,,PM Crack Seal
CRCKSL,2036649,2.0,MARBLE RIDGE DR,REDRICK DR,CATS-EYE LN,297,27.1,0.15,10/17/2016 0:00,28366,,PM Crack Seal
CRCKSL,2036650,2.0,MARBLE RIDGE DR,CATS-EYE LN,RUNNING WATER DR,286,27.1,0.15,10/17/2016 0:00,28366,,PM Crack Seal
CRCKSL,2036654,2.0,MARBLE RIDGE DR,RUNNING WATER DR,SPRINGTIME TRL,693,27.1,0.36,10/17/2016 0:00,28366,,PM Crack Seal
CRCKSL,2036666,2.0,MARBLE RIDGE DR,SPRINGTIME TRL,TARA DR,695,27.1,0.36,10/17/2016 0:00,28366,,PM Crack Seal
CRCKSL,2036670,2.0,MARBLE RIDGE DR,TARA DR,PIEDRAS BLANCO DR,279,27.0,0.14,10/17/2016 0:00,28366,,PM Crack Seal
CRCKSL,2036672,2.0,MARBLE RIDGE DR,PIEDRAS BLANCO DR,MARBLE CREEK LOOP,390,27.0,0.2,10/17/2016 0:00,28366,,PM Crack Seal
CRCKSL,2037061,2.0,MARBLE RIDGE DR,MARBLE CREEK LOOP,ROSEBOROUGH DR,325,27.0,0.17,10/17/2016 0:00,28366,,PM Crack Seal
CRCKSL,2034604,5.0,APPLE CARRIE CV,CAMERON LOOP,8517,343,29.0,0.19,10/17/2016 0:00,27904,,PM Crack Seal
CRCKSL,2025632,5.0,BOBBY LN,HUEBINGER PASS,GEE ST,542,30.0,0.3,10/17/2016 0:00,27964,,PM Crack Seal
CRCKSL,2025641,5.0,BOBBY LN,GEE ST,CHENEY CV,407,30.0,0.24,10/17/2016 0:00,27964,,PM Crack Seal
CRCKSL,2036653,2.0,TARA DR,MARBLE CREST DR,REDRICK DR,354,27.1,0.18,10/18/2016 0:00,28629,,PM Crack Seal
CRCKSL,2036656,2.0,TARA DR,REDRICK DR,CATS-EYE LN,283,27.1,0.15,10/18/2016 0:00,28629,,PM Crack Seal
CRCKSL,2036658,2.0,TARA DR,CATS-EYE LN,RUNNING WATER DR,312,27.1,0.16,10/18/2016 0:00,28629,,PM Crack Seal
CRCKSL,2036660,2.0,TARA DR,RUNNING WATER DR,MARL CT,285,27.1,0.15,10/18/2016 0:00,28629,,PM Crack Seal
CRCKSL,2036665,2.0,TARA DR,MARL CT,SPRINGTIME TRL,280,27.1,0.14,10/18/2016 0:00,28629,,PM Crack Seal
CRCKSL,2036667,2.0,TARA DR,SPRINGTIME TRL,MARBLE RIDGE DR,379,27.1,0.19,10/18/2016 0:00,28629,,PM Crack Seal
CRCKSL,2037057,2.0,TARA DR,SALT SPRINGS DR,MARBLE CREST DR,207,27.1,0.11,10/18/2016 0:00,28629,,PM Crack Seal
SLCT6,2016912,1.0,FLORENCIA LN,CHEREMOYA DR,PERLITA DR,271,27.0,0.14,10/18/2016 0:00,28190,,PM Thin Surface Treatment
SLCT6,2017092,1.0,FLORENCIA LN,PINON VISTA DR,CHEREMOYA DR,1669,27.0,0.85,10/18/2016 0:00,28190,,PM Thin Surface Treatment
CRCKSL,2036655,2.0,CATS-EYE LN,MARBLE RIDGE DR,TARA DR,626,27.1,0.32,10/18/2016 0:00,28029,,PM Crack Seal
CRCKSL,2037059,2.0,MARL CT,7601,TARA DR,334,27.1,0.17,10/18/2016 0:00,28370,,PM Crack Seal
PMOL,2047041,10.0,31ST ST W,JEFFERSON ST,BRYKER DR,303,27.0,0.15,10/18/2016 0:00,27852,,PM Overlay
CRCKSL,2036652,2.0,REDRICK DR,MARBLE RIDGE DR,TARA DR,645,27.1,0.33,10/18/2016 0:00,28516,,PM Crack Seal
CRCKSL,2037807,2.0,RUNNING WATER DR,KEN CARYL DR,THAXTON RD,169,37.0,0.12,10/18/2016 0:00,28543,,PM Crack Seal
CRCKSL,2037799,2.0,RUNNING WATER DR,ROSEBOROUGH DR,EUDORA LN,561,37.0,0.39,10/18/2016 0:00,28543,,PM Crack Seal
CRCKSL,2037802,2.0,RUNNING WATER DR,EUDORA LN,KEN CARYL DR,205,37.0,0.14,10/18/2016 0:00,28543,,PM Crack Seal
CRCKSL,2036657,2.0,RUNNING WATER DR,MARBLE RIDGE DR,TARA DR,621,27.1,0.32,10/18/2016 0:00,28543,,PM Crack Seal
CRCKSL,2036662,2.0,RUNNING WATER DR,TARA DR,PIEDRAS BLANCO DR,275,41.0,0.21,10/18/2016 0:00,28543,,PM Crack Seal
CRCKSL,2036668,2.0,RUNNING WATER DR,PIEDRAS BLANCO DR,MARBLE CREEK LOOP,279,41.0,0.22,10/18/2016 0:00,28543,,PM Crack Seal
CRCKSL,2037056,2.0,RUNNING WATER DR,COLTON-BLUFF SPRINGS RD,MARBLE RIDGE DR,206,27.1,0.11,10/18/2016 0:00,28543,,PM Crack Seal
CRCKSL,2037060,2.0,RUNNING WATER DR,MARBLE CREEK LOOP,ROSEBOROUGH DR,275,41.0,0.21,10/18/2016 0:00,28543,,PM Crack Seal
SLCT6,2017057,1.0,SEVILLE DR,PINON VISTA DR,CHARTER OAK LN,1176,27.0,0.6,10/18/2016 0:00,28571,,PM Thin Surface Treatment
CRCKSL,2036664,2.0,SPRINGTIME TRL,MARBLE RIDGE DR,TARA DR,579,27.1,0.3,10/18/2016 0:00,28604,,PM Crack Seal
CRCKSL,2037058,2.0,SPRINGTIME TRL,COLTON-BLUFF SPRINGS RD,MARBLE RIDGE DR,207,27.1,0.11,10/18/2016 0:00,28604,,PM Crack Seal
SLURRY,2048635,8.0,SUNDARA DR,MITRA DR,ALCANZA DR,808,27.0,0.42,10/18/2016 0:00,27377,,PM Thin Surface Treatment
SLURRY,3295468,8.0,TERRANOVA CV,MITRA DR,CUL DE SAC,437,28.0,0.23,10/18/2016 0:00,27378,,PM Thin Surface Treatment
SLURRY,2048630,8.0,ALCANZA DR,CUL DE SAC,MITRA DR,589,27.0,0.3,10/18/2016 0:00,27306,,PM Thin Surface Treatment
SLURRY,2048634,8.0,ALCANZA DR,MITRA DR,SUNDARA DR,894,27.0,0.46,10/18/2016 0:00,27306,,PM Thin Surface Treatment
SLURRY,2048636,8.0,ALCANZA DR,SUNDARE DR,BUVANA DR,457,28.0,0.24,10/18/2016 0:00,27306,,PM Thin Surface Treatment
SLCT6,2017601,1.0,AGATHA CIR,SENDERO HILLS PKWY,SENDERO HILLS PKWY,1606,27.0,0.82,10/18/2016 0:00,27881,,PM Thin Surface Treatment
SLCT6,2033168,1.0,AGATHA CIR,SENDERO HILLS PKWY,5634,914,27.0,0.47,10/18/2016 0:00,27881,,PM Thin Surface Treatment
PMOL,2016546,10.0,31ST ST W,HARRIS BLVD,KERBEY LN,676,27.0,0.35,10/18/2016 0:00,25010,,PM Overlay
SLCT6,2016895,1.0,PERLITA DR,CHARTER OAK LN,CIELO SERENA TRL,293,27.0,0.15,10/19/2016 0:00,28472,,PM Thin Surface Treatment
SLCT6,2017020,1.0,PERLITA DR,PINON VISTA DR,CHARTER OAK LN,1012,27.0,0.52,10/19/2016 0:00,28472,,PM Thin Surface Treatment
SLCT6,2017335,1.0,TOSCANA AVE,SENDERO HILLS PKWY,ALONDRA LN,1322,27.0,0.68,10/19/2016 0:00,28642,,PM Thin Surface Treatment
SLCT6,2037917,1.0,TOSCANA AVE,ALONDRA LN,CORDOBA DR,2219,27.0,1.13,10/19/2016 0:00,28642,,PM Thin Surface Treatment
SLCT6,2017335,1.0,TOSCANA AVE,SENDERO HILLS PKWY,ALONDRA LN,1322,27.0,0.68,10/19/2016 0:00,28642,,PM Thin Surface Treatment
CRCKSL,2037806,2.0,EUDORA CV,EUDORA LN,6512,216,27.0,0.11,10/19/2016 0:00,28164,,PM Crack Seal
CRCKSL,2037800,2.0,EUDORA LN,ROSEBOROUGH DR,EUDORA CV,553,27.0,0.28,10/19/2016 0:00,28165,,PM Crack Seal
CRCKSL,2037805,2.0,EUDORA LN,EUDORA CV,RUNNING WATER DR,196,27.0,0.1,10/19/2016 0:00,28165,,PM Crack Seal
CRCKSL,2044758,2.0,VERBANK VILLA DR,ROSEBOROUGH DR,RINGSBY RD,362,27.0,0.19,10/19/2016 0:00,28668,,PM Crack Seal
CRCKSL,2044759,2.0,VERBANK VILLA DR,RINGSBY RD,KEN CARYL DR,571,27.0,0.29,10/19/2016 0:00,28668,,PM Crack Seal
CRCKSL,2044760,2.0,VERBANK VILLA DR,KEN CARYL DR,8113,263,27.0,0.13,10/19/2016 0:00,28668,,PM Crack Seal
CRCKSL,2044751,2.0,KEN CARYL DR,6200,VERBANK VILLA DR,429,27.0,0.22,10/19/2016 0:00,28304,,PM Crack Seal
CRCKSL,2037803,2.0,KEN CARYL DR,VERBANK VILLA DR,BANNOCK LN,442,27.0,0.23,10/19/2016 0:00,28304,,PM Crack Seal
CRCKSL,2037804,2.0,KEN CARYL DR,BANNOCK LN,RUNNING WATER DR,272,27.0,0.14,10/19/2016 0:00,28304,,PM Crack Seal
SLCT6,2016853,1.0,CORDOBA DR,SENDERO HILLS PKWY,PERLITA DR,284,27.0,0.15,10/19/2016 0:00,28081,,PM Thin Surface Treatment
SLCT6,3281016,1.0,CORDOBA DR,PERLITA DR,TOSCANA AVE,797,28.0,0.41,10/19/2016 0:00,28081,,PM Thin Surface Treatment
CRCKSL,2044754,2.0,RINGSBY CV,7901,RINGSBY RD,211,27.0,0.11,10/19/2016 0:00,28526,,PM Crack Seal
CRCKSL,2044752,2.0,RINGSBY RD,SALT SPRINGS DR,RINGSBY CV,210,27.0,0.11,10/19/2016 0:00,28527,,PM Crack Seal
CRCKSL,2044753,2.0,RINGSBY RD,RINGSBY CV,VERBANK VILLA DR,304,27.0,0.16,10/19/2016 0:00,28527,,PM Crack Seal
CRCKSL,2037798,2.0,RINGSBY RD,VERBANK VILLA DR,BANNOCK LN,398,27.0,0.2,10/19/2016 0:00,28527,,PM Crack Seal
CRCKSL,2044755,2.0,ROSEBOROUGH DR,SALT SPRINGS DR,VERBANK VILLA DR,438,27.0,0.22,10/19/2016 0:00,28539,,PM Crack Seal
CRCKSL,2037794,2.0,ROSEBOROUGH DR,RUNNING WATER DR,EUDORA LN,279,27.0,0.14,10/19/2016 0:00,28539,,PM Crack Seal
CRCKSL,2037795,2.0,ROSEBOROUGH DR,BANNOCK LN,RUNNING WATER DR,279,27.0,0.14,10/19/2016 0:00,28539,,PM Crack Seal
CRCKSL,2037796,2.0,ROSEBOROUGH DR,VERBANK VILLA DR,BANNOCK LN,440,27.0,0.23,10/19/2016 0:00,28539,,PM Crack Seal
CRCKSL,2035139,2.0,ROSEBOROUGH DR,EUDORA LN,ROSENBERRY DR,277,27.0,0.14,10/19/2016 0:00,28539,,PM Crack Seal
CRCKSL,2027602,2.0,ROSEBOROUGH DR,ROSENBERRY DR,BRAMBLE BUSH DR,246,27.0,0.13,10/19/2016 0:00,28539,,PM Crack Seal
CRCKSL,2027683,2.0,ROSEBOROUGH DR,FORBSDALE DR,MARBLE RIDGE DR,439,27.0,0.22,10/19/2016 0:00,28539,,PM Crack Seal
CRCKSL,2027685,2.0,ROSEBOROUGH DR,BRAMBLE BUSH DR,FORBSDALE DR,266,27.0,0.14,10/19/2016 0:00,28539,,PM Crack Seal
SLURRY,2048592,5.0,ANGEL OAK ST,AUCTION OAK DR,GRIZLY OAK DR,1013,27.0,0.52,10/19/2016 0:00,27307,,PM Thin Surface Treatment
SLURRY,2031984,6.0,BONAVENTURE DR,10625,RIVER PLACE BLVD,202,27.1,0.1,10/19/2016 0:00,27319,,PM Thin Surface Treatment
SLURRY,3200907,5.0,HOGG PECAN PASS,ENGLISH OAK DR,SALEM OAK CV,401,27.0,0.21,10/19/2016 0:00,27338,,PM Thin Surface Treatment
SLURRY,3200918,5.0,HOGG PECAN PASS,SALEM OAK CV,GRIZLEY OAK DR,953,27.0,0.48,10/19/2016 0:00,27338,,PM Thin Surface Treatment
SLURRY,3200898,5.0,KISSING OAK DR,ENGLISH OAK DR,AUCTION OAK DR,294,27.0,0.15,10/19/2016 0:00,27341,,PM Thin Surface Treatment
SLURRY,3271190,5.0,KISSING OAK DR,GRIZZLY OAK DR,AUCTION OAK DR,962,27.0,0.49,10/19/2016 0:00,27341,,PM Thin Surface Treatment
SLURRY,2048586,5.0,MOCK CHERRY CV,GRIZZLY OAK DR,CUL DE SAC,265,27.0,0.14,10/19/2016 0:00,27350,,PM Thin Surface Treatment
CRCKSL,2037797,2.0,BANNOCK LN,ROSEBOROUGH DR,RINGSBY RD,266,27.0,0.14,10/19/2016 0:00,27936,,PM Crack Seal
CRCKSL,2037801,2.0,BANNOCK LN,RINGSBY RD,KEN CARYL DR,617,27.0,0.32,10/19/2016 0:00,27936,,PM Crack Seal
CRCKSL,2035779,2.0,BROAD BROOK DR,FLAXEN DR,ALUM ROCK DR,792,27.0,0.41,10/19/2016 0:00,27983,,PM Crack Seal
CRCKSL,2035780,2.0,BROAD BROOK DR,GEORGIE TRACE AVE,FLAXEN DR,289,27.0,0.15,10/19/2016 0:00,27983,,PM Crack Seal
CRCKSL,2035789,2.0,BROAD BROOK DR,ALUM ROCK DR,GEORGIE TRACE AVE,816,27.0,0.42,10/19/2016 0:00,27983,,PM Crack Seal
PMOL,2021745,9.0,JEFFERSON ST,HARTFORD RD,GASTON AVE,350,27.0,0.18,10/19/2016 0:00,25100,,PM Overlay
CRCKSL,2046119,2.0,ALUM ROCK CV,ALUM ROCK DR,8429,278,33.0,0.17,10/19/2016 0:00,27887,,PM Crack Seal
CRCKSL,3329739,2.0,ALUM ROCK DR,7809,7925,672,27.0,0.34,10/19/2016 0:00,27888,,PM Crack Seal
CRCKSL,2046118,2.0,ALUM ROCK DR,ALUM ROCK CV,PANADERO DR,325,41.0,0.25,10/19/2016 0:00,27888,,PM Crack Seal
CRCKSL,2035145,2.0,ALUM ROCK DR,THAXTON RD,BROAD BROOK DR,274,41.0,0.22,10/19/2016 0:00,27888,,PM Crack Seal
CRCKSL,2035782,2.0,ALUM ROCK DR,BROAD BROOK DR,FELIPE DR,401,41.0,0.31,10/19/2016 0:00,27888,,PM Crack Seal
CRCKSL,2035783,2.0,ALUM ROCK DR,FELIPE DR,WINTER HAVEN RD,428,41.0,0.33,10/19/2016 0:00,27888,,PM Crack Seal
