ID,Length,Material,Diameter,Installed,Leak Occurred
3889,36.37 ft,PVC,12,30682,0
38890,4 ft,PVC,6,33970,0
38891,46.14 ft,PVC,8,31778,0
38892,13.06 ft,PVC,8,33970,0
38893,5 ft,Ductile Iron,8,31778,0
38894,44.7 ft,Cast Iron,6,27760,0
38895,314.42 ft,Ductile Iron,8,33604,0
38896,22.97 ft,PVC,8,32773,0
38897,38.69 ft,PVC,8,36526,0
38898,425.57 ft,Ductile Iron,8,30682,0
38899,133.31 ft,PVC,8,33970,0
389,39.43 ft,PVC,8,36161,0
3890,6 ft,PVC,6,34700,0
38900,26.41 ft,Cast Iron,8,30682,0
38901,17.63 ft,Ductile Iron,6,30317,0
38902,39.76 ft,PVC,8,30317,0
38903,8.23 ft,PVC,8,36526,0
38904,5.21 ft,Cast Iron,6,29952,0
38905,10.71 ft,Cast Iron,12,27562,0
38906,22.02 ft,Cast Iron,6,28491,0
38908,85.86 ft,PVC,8,36526,0
38909,18.04 ft,PVC,6,36526,0
3891,20.54 ft,Ductile Iron,6,30317,0
38910,13.13 ft,Ductile Iron,8,31778,0
38911,4.1 ft,Cast Iron,6,28491,0
38912,3.29 ft,PVC,8,36161,0
38913,53.08 ft,Ductile Iron,12,30682,0
38914,5 ft,PVC,6,36526,0
38915,264.55 ft,Ductile Iron,8,31413,0
38916,24.07 ft,PVC,8,31413,0
38917,13.63 ft,PVC,8,35431,0
38918,10.93 ft,PVC,12,35796,0
38919,11.98 ft,Cast Iron,8,26665,0
3892,10 ft,PVC,6,35431,0
38920,923.77 ft,Ductile Iron,12,28856,0
38921,5.7 ft,Ductile Iron,8,29587,0
38922,185.38 ft,PVC,8,30682,0
38923,2.38 ft,Ductile Iron,8,33604,0
38924,20.84 ft,PVC,12,30682,0
38925,37.55 ft,PVC,8,35796,0
38926,15.75 ft,PVC,8,33604,0
38927,228.93 ft,PVC,8,33970,0
38928,279.17 ft,PVC,8,36526,0
38929,57.53 ft,Ductile Iron,8,30682,1
38930,270.13 ft,PVC,12,36526,0
38931,7.51 ft,Ductile Iron,8,30682,0
38936,340.53 ft,PVC,8,36526,0
38937,5.07 ft,Cast Iron,6,22647,0
38938,21.91 ft,Ductile Iron,6,33970,0
38939,31.86 ft,PVC,6,36161,0
3894,257.57 ft,PVC,8,33604,0
38940,4.39 ft,Cast Iron,6,25204,0
38941,331.5 ft,PVC,8,33604,0
38942,15.36 ft,Ductile Iron,8,33239,0
38943,295.95 ft,Reinforced Concrete Cylinder Pipe,18,28491,0
38944,4.53 ft,PVC,8,36892,0
38945,39.56 ft,PVC,12,35065,0
38946,152.46 ft,PVC,8,34700,0
38947,10.99 ft,Cast Iron,6,28491,0
38948,560.95 ft,Cast Iron,6,28491,0
38949,439.54 ft,PVC,8,33970,0
3895,326.78 ft,PVC,6,33239,0
38950,144.22 ft,PVC,8,34700,0
38951,23.73 ft,PVC,6,35894,0
38952,7.97 ft,PVC,6,31048,0
38953,16.83 ft,Reinforced Concrete Cylinder Pipe,24,29587,0
38954,7 ft,PVC,6,31048,0
38955,27.81 ft,PVC,8,33239,0
38956,7 ft,PVC,6,36429,0
38957,5 ft,PVC,6,36526,0
38958,7 ft,PVC,6,36119,0
3896,89.36 ft,Cast Iron,6,28491,0
38960,12.08 ft,Ductile Iron,12,30682,0
38961,5.29 ft,PVC,8,35431,0
38963,319 ft,PVC,12,36892,0
38964,4.13 ft,PVC,6,33970,0
38966,4.78 ft,Ductile Iron,6,28856,0
38967,110.68 ft,Ductile Iron,8,28856,0
3897,9.35 ft,Ductile Iron,8,32874,0
38970,314.15 ft,Cast Iron,6,28126,0
38971,156.77 ft,Ductile Iron,12,31632,0
38972,42.96 ft,Cast Iron,8,25569,0
38973,89.57 ft,Cast Iron,8,31048,0
38974,262.33 ft,PVC,8,36161,0
38975,4.35 ft,PVC,6,33604,0
38976,384.61 ft,PVC,8,35431,0
38977,40.39 ft,PVC,8,36526,0
38978,23.24 ft,PVC,8,34700,0
38979,5 ft,PVC,6,33970,0
3898,4.28 ft,Cast Iron,6,29221,0
38980,64.98 ft,Cast Iron,8,26665,0
38981,23.91 ft,Cast Iron,4,27030,0
38982,6.91 ft,Ductile Iron,12,30682,0
38983,3.72 ft,PVC,6,35065,0
38984,33.05 ft,PVC,8,35065,0
38985,252.85 ft,PVC,8,33630,0
38986,2.96 ft,PVC,8,31048,0
38987,797.42 ft,Cast Iron,6,27760,1
38988,6.22 ft,PVC,8,36892,0
38989,255.89 ft,PVC,8,37257,0
3899,2.56 ft,Ductile Iron,8,31048,0
38990,1.92 ft,PVC,8,37257,0
38991,18.12 ft,PVC,8,37257,0
38992,312.9 ft,PVC,8,36892,0
38995,114.75 ft,PVC,8,37257,0
38996,277.89 ft,PVC,8,37257,0
38997,5.01 ft,PVC,6,37257,0
38998,380.26 ft,PVC,8,37257,0
38999,278.77 ft,PVC,8,37257,0
39,20.36 ft,Ductile Iron,6,35796,0
390,19.7 ft,PVC,6,34222,0
3900,30.14 ft,Cast Iron,6,26299,0
39000,17.51 ft,PVC,8,37257,0
39001,4 ft,PVC,6,37257,0
39002,4 ft,PVC,6,37257,0
39003,4.31 ft,PVC,6,37257,0
39008,101.04 ft,Ductile Iron,8,32874,0
39009,5.24 ft,PVC,12,33970,0
3901,5 ft,PVC,6,33604,0
39010,27.54 ft,PVC,8,37257,0
39011,4.91 ft,PVC,6,37257,0
39012,7.74 ft,PVC,8,37257,0
39013,58.69 ft,PVC,6,37257,0
39014,14.92 ft,PVC,8,37257,0
39016,13.58 ft,PVC,8,37257,0
39017,56.88 ft,PVC,8,36526,0
39018,220.23 ft,PVC,8,37257,0
39019,1.52 ft,PVC,6,36892,0
3902,351 ft,Cast Iron,6,21916,1
39020,27.54 ft,PVC,6,37257,0
39021,5 ft,PVC,12,37257,0
39022,5.9 ft,PVC,6,37257,0
39023,7.6 ft,PVC,8,36892,0
39024,64.75 ft,PVC,12,37257,0
39025,5.05 ft,PVC,12,37257,0
39026,133.31 ft,PVC,12,31048,0
39028,12.58 ft,PVC,8,37257,0
39029,21.11 ft,PVC,8,36892,0
39030,11.48 ft,PVC,8,37622,0
39031,9.91 ft,PVC,6,37622,0
39034,11.65 ft,Reinforced Concrete Pipe,18,37257,0
39036,201.88 ft,Reinforced Concrete Cylinder Pipe,36,37257,0
39037,39.71 ft,Reinforced Concrete Cylinder Pipe,18,31048,0
39038,14.27 ft,PVC,6,37622,0
39039,5.28 ft,PVC,6,37622,0
3904,20.65 ft,PVC,6,36147,0
39040,7.3 ft,PVC,8,37622,0
39041,5.07 ft,PVC,6,37622,0
39042,76.23 ft,PVC,8,37622,0
39043,5.95 ft,PVC,8,37257,0
39044,12.64 ft,PVC,6,37257,0
39045,14.96 ft,PVC,8,37257,0
39046,121.75 ft,PVC,8,37257,0
39047,26.98 ft,PVC,8,37257,0
39048,15 ft,PVC,12,37257,0
39049,4.84 ft,PVC,6,37257,0
3905,17.89 ft,PVC,8,35065,0
39050,6 ft,PVC,6,37257,0
39051,14.27 ft,PVC,8,37257,0
39052,6 ft,PVC,6,37257,0
39053,8 ft,PVC,6,37257,0
39054,13.92 ft,PVC,12,37257,0
39055,261.52 ft,Reinforced Concrete Box,36,37257,0
39056,9 ft,PVC,6,37257,0
39057,38.2 ft,PVC,6,37257,0
39058,7.66 ft,PVC,8,37257,0
39059,4.59 ft,PVC,8,37257,0
3906,9.63 ft,PVC,8,35065,0
39060,7.29 ft,PVC,4,37257,0
39061,24.82 ft,PVC,6,37257,0
39062,13.92 ft,PVC,8,37257,0
39063,70.02 ft,PVC,12,36376,0
39064,5 ft,PVC,6,37365,0
39065,298.81 ft,PVC,12,37257,0
39066,16.38 ft,PVC,8,37257,0
39067,12.69 ft,PVC,8,37257,0
39068,5.94 ft,PVC,8,36892,0
39069,12.7 ft,PVC,8,37257,0
3907,8 ft,Ductile Iron,8,30682,0
39070,17.5 ft,Cast Iron,6,28179,0
39071,54.21 ft,Cast Iron,8,28179,0
39072,19.38 ft,Cast Iron,8,26665,0
39075,5.98 ft,PVC,6,37414,0
39076,12.64 ft,PVC,8,37257,0
39077,8.83 ft,PVC,6,37414,0
39078,16.06 ft,PVC,8,37622,0
39079,383.28 ft,PVC,8,35796,0
3908,138.16 ft,PVC,6,33970,0
39080,38.18 ft,Cast Iron,12,25934,0
39081,15.39 ft,PVC,8,37622,0
39082,13.84 ft,PVC,3,35431,0
39083,8.22 ft,PVC,8,37622,0
39084,5.87 ft,PVC,8,37622,0
39085,417.75 ft,PVC,8,37622,0
39086,15.85 ft,PVC,8,37622,0
39087,3.96 ft,PVC,8,37257,0
39089,17.36 ft,PVC,6,37257,0
3909,276.77 ft,Cast Iron,8,28856,0
39090,21.58 ft,PVC,8,37622,0
39091,19.32 ft,PVC,8,37622,0
39093,17.66 ft,PVC,12,31413,0
39094,9.23 ft,Ductile Iron,6,31048,0
39095,287.4 ft,PVC,12,31413,0
39096,11.09 ft,PVC,8,37257,0
39097,7.97 ft,PVC,8,37257,0
39099,29.86 ft,PVC,8,37622,0
391,10 ft,PVC,6,34700,0
3910,17.21 ft,PVC,8,34700,0
39100,7 ft,PVC,6,37622,0
39101,11.4 ft,PVC,8,37622,0
39103,274.76 ft,Reinforced Concrete Pipe,20,36892,0
39104,27.68 ft,PVC,8,37257,0
39105,5.67 ft,PVC,8,37257,0
39106,21.16 ft,PVC,8,37257,0
39107,11.92 ft,PVC,8,37257,0
39108,10.06 ft,PVC,8,37257,0
39109,5.65 ft,PVC,8,37257,0
39110,9.42 ft,PVC,6,37257,0
39111,4.82 ft,PVC,12,37257,0
39112,7.8 ft,PVC,6,37257,0
39113,45.32 ft,PVC,8,38018,0
39114,43.79 ft,PVC,8,38018,0
39115,4.52 ft,PVC,4,37622,0
39116,7.38 ft,Ductile Iron,12,29221,0
39117,40.58 ft,PVC,8,37622,0
39118,7.91 ft,PVC,6,37622,0
39119,6.51 ft,PVC,12,37622,0
3912,12.35 ft,Ductile Iron,6,30682,0
39120,17.36 ft,PVC,4,34700,0
39121,8.22 ft,PVC,6,37257,0
39122,5.94 ft,PVC,8,37257,0
39124,188.02 ft,Cast Iron,8,28856,0
39125,3.34 ft,PVC,6,34700,0
39126,42.13 ft,PVC,8,34700,0
39127,49.64 ft,PVC,8,31413,0
39129,10.5 ft,Reinforced Concrete Cylinder Pipe,24,24108,0
3913,368.26 ft,Cast Iron,8,28491,0
39130,47.63 ft,Ductile Iron,8,31778,0
39131,467.68 ft,PVC,8,37987,0
39132,4.2 ft,PVC,6,37987,0
39133,10.76 ft,PVC,8,37257,0
39134,4.4 ft,PVC,8,37257,0
39135,168.95 ft,PVC,12,36161,0
39136,4.3 ft,Ductile Iron,6,32143,0
39137,7.65 ft,PVC,8,33970,0
39139,14.08 ft,PVC,8,36526,0
3914,24.95 ft,Ductile Iron,6,29587,0
39141,3.18 ft,Cast Iron,6,26665,0
39142,3.28 ft,PVC,6,32874,0
39143,12.29 ft,PVC,6,36892,0
39144,40.72 ft,Cast Iron,6,28491,0
39145,7.28 ft,PVC,6,33239,0
39146,268.84 ft,Cast Iron,8,28856,0
39147,26.39 ft,PVC,8,31778,0
39148,10.82 ft,PVC,8,33604,0
39149,7.6 ft,PVC,6,36161,0
39150,107.15 ft,PVC,8,35696,0
39151,24 ft,PVC,6,34340,0
39152,17.61 ft,PVC,8,33239,0
39153,236.31 ft,PVC,8,34700,0
39154,20.2 ft,PVC,6,33970,0
39155,390.09 ft,PVC,8,33604,0
39156,18.38 ft,PVC,6,36526,0
39157,68.29 ft,Ductile Iron,8,33239,0
39159,28 ft,Cast Iron,6,26665,0
3916,9.88 ft,PVC,6,34700,0
39160,136.19 ft,Cast Iron,8,25934,0
39161,293.3 ft,Ductile Iron,12,31000,0
39162,9 ft,Ductile Iron,12,33239,0
39163,14.43 ft,PVC,8,34700,0
39164,270.24 ft,Cast Iron,8,30682,0
39165,44.77 ft,Cast Iron,6,27395,0
39166,4.39 ft,Cast Iron,6,26665,0
39167,471.74 ft,Cast Iron,6,27395,1
39169,200.7 ft,PVC,8,30682,0
3917,87.5 ft,PVC,12,35796,0
39170,10 ft,PVC,6,34700,0
39171,4 ft,PVC,6,34335,0
39172,101.66 ft,PVC,8,34700,0
39173,35.42 ft,Ductile Iron,6,33239,0
39174,26.95 ft,Cast Iron,8,29587,0
39175,446.62 ft,Ductile Iron,6,30317,0
39176,160.66 ft,Cast Iron,6,28126,0
39177,6.68 ft,Ductile Iron,8,31413,0
39178,380.34 ft,PVC,8,34700,0
39179,367.5 ft,PVC,8,36526,0
3918,10 ft,PVC,6,33630,0
39180,5 ft,PVC,6,31413,0
39181,581.83 ft,Cast Iron,6,30682,0
39182,147.66 ft,Reinforced Concrete Cylinder Pipe,42,30317,0
39183,25.73 ft,PVC,8,31048,0
39184,32.37 ft,Cast Iron,8,29587,0
39185,18.05 ft,PVC,8,30682,0
39186,1.9 ft,Ductile Iron,6,30682,0
39188,12.42 ft,PVC,8,36526,0
39189,19.62 ft,Ductile Iron,8,30317,0
3919,13.49 ft,PVC,8,32143,0
39190,8.61 ft,PVC,6,33239,0
39191,14.26 ft,PVC,8,36161,0
39192,361.11 ft,Cast Iron,6,25569,1
39193,327.68 ft,Ductile Iron,8,30682,0
39194,74.41 ft,PVC,6,35796,0
39195,18.75 ft,PVC,8,34700,0
39196,24.79 ft,PVC,12,36161,0
39197,10.82 ft,Ductile Iron,8,33239,0
39198,5 ft,PVC,6,35431,0
39199,40.54 ft,PVC,8,31778,0
392,16.18 ft,PVC,8,35796,0
3920,12.67 ft,PVC,8,35431,0
39200,296.73 ft,Cast Iron,10,28856,1
39201,14.14 ft,Ductile Iron,8,31413,0
39202,10 ft,PVC,12,33604,0
39203,138.3 ft,Cast Iron,8,26299,0
39204,248.08 ft,Ductile Iron,12,32734,0
39205,7.2 ft,PVC,6,30682,0
39206,25.92 ft,PVC,12,30682,0
39207,181.43 ft,PVC,6,33604,0
39208,886.27 ft,Reinforced Concrete Cylinder Pipe,30,36526,0
39209,84.15 ft,PVC,12,31778,0
3921,10.36 ft,Ductile Iron,6,30682,0
39210,37.01 ft,PVC,6,36161,0
39211,23.14 ft,PVC,12,33970,0
39212,5 ft,PVC,8,33604,0
39213,6.3 ft,Cast Iron,6,28856,0
39214,28.46 ft,Ductile Iron,12,31048,0
39215,8 ft,PVC,6,36161,0
39216,4 ft,Ductile Iron,6,30317,0
39217,98.19 ft,PVC,8,36892,0
39218,205.73 ft,Ductile Iron,6,30682,0
39219,34.07 ft,Cast Iron,4,27760,0
3922,6.92 ft,PVC,8,34700,0
39220,30.37 ft,PVC,8,32509,0
39221,26.91 ft,Cast Iron,6,26299,0
39222,16.95 ft,PVC,8,33970,0
39223,11.24 ft,Ductile Iron,8,33970,0
39224,384.65 ft,Ductile Iron,8,30868,0
39225,4 ft,PVC,6,35796,0
39226,5 ft,PVC,6,33970,0
39227,29.89 ft,PVC,6,32509,0
39228,12.06 ft,PVC,8,36892,0
39229,5 ft,PVC,6,33970,0
3923,8.47 ft,PVC,6,33970,0
39230,11.66 ft,PVC,4,35431,0
39231,13.29 ft,PVC,8,36526,0
39233,21.26 ft,PVC,12,34700,0
39235,10.6 ft,Cast Iron,8,28856,0
39236,66.89 ft,Ductile Iron,12,31043,0
39237,15.02 ft,PVC,6,34335,0
39238,18.42 ft,PVC,8,34335,0
39239,571.85 ft,Cast Iron,6,28491,0
3924,35.16 ft,PVC,8,33604,0
39240,10.46 ft,PVC,8,35431,0
39241,12.44 ft,PVC,8,36892,0
39242,3.64 ft,PVC,12,36892,0
39243,223.78 ft,PVC,8,35431,0
39244,313.88 ft,PVC,8,36161,0
39245,25.81 ft,PVC,8,34335,0
39246,179.2 ft,PVC,12,33970,0
39247,326.69 ft,PVC,8,32874,0
39248,30.15 ft,PVC,4,35065,0
39249,6.97 ft,Ductile Iron,6,31048,0
3925,2.07 ft,Ductile Iron,6,30682,0
39250,31.73 ft,PVC,6,34222,0
39251,222.68 ft,Cast Iron,8,28856,1
39252,15.79 ft,PVC,6,33970,0
39253,10.12 ft,Ductile Iron,12,32143,0
39254,64.6 ft,PVC,6,35796,0
39255,38.23 ft,PVC,8,35431,0
39256,4 ft,Cast Iron,6,28126,0
39257,10.88 ft,Cast Iron,6,26299,0
39258,276.8 ft,Cast Iron,8,27030,0
39259,54.45 ft,Ductile Iron,8,28491,0
3926,36.17 ft,Cast Iron,6,26665,0
39261,123.72 ft,PVC,8,32143,0
39262,27.96 ft,PVC,8,33630,0
39263,8.13 ft,PVC,8,36526,0
39264,33.93 ft,PVC,12,36892,0
39265,449.62 ft,Ductile Iron,12,29952,1
39266,334.42 ft,PVC,8,31048,0
39268,14.51 ft,PVC,12,36161,0
39269,9.88 ft,PVC,8,35431,0
3927,25.73 ft,Cast Iron,6,26299,0
39270,14.93 ft,PVC,8,35431,0
39271,3.89 ft,PVC,8,37257,0
39272,10.48 ft,PVC,8,37622,0
39273,74.54 ft,PVC,8,37257,0
39274,287.77 ft,PVC,8,37622,0
39275,447.51 ft,PVC,8,37622,0
39276,13.46 ft,PVC,8,36892,0
39277,2.79 ft,PVC,6,36892,0
39278,3.8 ft,PVC,8,36892,0
39279,5.12 ft,PVC,6,32143,0
3928,9.97 ft,PVC,4,35431,0
39280,3.37 ft,PVC,6,35796,0
39281,18.63 ft,PVC,8,37257,0
39282,16.14 ft,PVC,6,37257,0
39283,302.59 ft,PVC,8,37257,0
39285,12.4 ft,PVC,6,30682,0
39286,12.18 ft,PVC,8,36892,0
39287,66.87 ft,PVC,8,36892,0
39288,22.12 ft,PVC,8,37257,0
39289,15.65 ft,PVC,12,37257,0
3929,6.47 ft,Cast Iron,6,31413,0
39290,272.87 ft,PVC,8,37257,0
39291,18.58 ft,PVC,8,37257,0
39292,265.24 ft,PVC,8,37257,0
39293,15.58 ft,PVC,8,37257,0
39294,4.35 ft,PVC,6,37257,0
39295,13.69 ft,PVC,8,37622,0
39296,4.37 ft,PVC,8,31048,0
39297,9.88 ft,PVC,8,37622,0
39298,15.44 ft,PVC,8,37257,0
39299,1.91 ft,PVC,8,37257,0
393,301.56 ft,PVC,8,30682,0
3930,4 ft,PVC,6,33604,0
39300,122.3 ft,Reinforced Concrete Cylinder Pipe,20,30682,0
39301,13.15 ft,Reinforced Concrete Cylinder Pipe,20,30682,0
39303,1.93 ft,PVC,8,36892,0
39304,9.61 ft,PVC,12,36526,0
39305,4.67 ft,PVC,6,37473,0
39306,141.13 ft,PVC,8,37473,0
39307,10 ft,PVC,12,37473,0
39308,7.68 ft,Ductile Iron,12,36161,0
39309,16.95 ft,PVC,8,36526,0
3931,46.11 ft,Cast Iron,8,21916,0
39310,9.29 ft,PVC,4,36526,0
39311,6.68 ft,PVC,4,36526,0
39312,118.47 ft,PVC,8,36526,0
39313,21.19 ft,PVC,8,36161,0
39314,33.15 ft,PVC,8,36161,0
39315,151.9 ft,Reinforced Concrete Cylinder Pipe,36,36161,0
39316,41.47 ft,PVC,8,36526,0
39317,156.82 ft,Reinforced Concrete Cylinder Pipe,36,36161,0
39318,11 ft,PVC,4,36526,0
39319,16.27 ft,PVC,4,36526,0
3932,241.78 ft,PVC,8,36892,0
39320,5 ft,PVC,6,37257,0
39321,4.63 ft,PVC,6,37622,0
39322,47.24 ft,PVC,8,31778,0
39323,8.27 ft,PVC,8,36526,0
39324,45.94 ft,PVC,8,37257,0
39325,13.6 ft,PVC,6,37257,0
39326,8.6 ft,PVC,6,37257,0
39327,7.86 ft,PVC,8,37257,0
39328,4.93 ft,PVC,8,36004,0
39329,19.19 ft,PVC,8,36004,0
39330,11.17 ft,PVC,8,36161,0
39331,73.75 ft,PVC,8,36161,0
39332,14.78 ft,PVC,6,36161,0
39333,10.16 ft,PVC,8,36892,0
39334,43.15 ft,PVC,6,36161,0
39335,38.57 ft,PVC,8,36161,0
39336,126.47 ft,PVC,8,36161,0
39337,5.6 ft,PVC,6,36161,0
39338,29.04 ft,PVC,8,37257,0
39339,277.78 ft,PVC,8,37257,0
3934,6 ft,PVC,6,32874,0
39340,2.62 ft,Ductile Iron,8,30317,0
39341,11.02 ft,PVC,6,36161,0
39342,11.66 ft,PVC,6,36161,0
39343,109.24 ft,PVC,8,37257,0
39344,112.66 ft,PVC,8,37257,0
39345,8.91 ft,PVC,6,37622,0
39346,9.69 ft,PVC,8,37622,0
39347,31.51 ft,Reinforced Concrete Cylinder Pipe,24,27760,0
3935,77.2 ft,Ductile Iron,8,32143,0
39350,412.32 ft,Reinforced Concrete Cylinder Pipe,24,37622,0
39351,44.69 ft,Cast Iron,12,28856,0
39352,24.04 ft,PVC,8,36161,0
39353,13.52 ft,PVC,8,36161,0
39354,5.25 ft,PVC,8,36161,0
39355,2.93 ft,PVC,8,33970,0
39356,269.85 ft,PVC,8,37257,0
39357,152.5 ft,PVC,8,35431,0
39358,15.06 ft,PVC,8,36526,0
39359,5.42 ft,PVC,6,37622,0
3936,10 ft,PVC,6,35796,0
39360,8.26 ft,PVC,6,37622,0
39361,13.61 ft,PVC,8,37622,0
39362,6.93 ft,PVC,6,37622,0
39363,886.73 ft,Cast Iron,14,20090,0
39364,37.97 ft,PVC,8,37257,0
39365,7.56 ft,PVC,6,37622,0
39366,6.08 ft,PVC,8,37622,0
39367,3.96 ft,PVC,8,37622,0
39368,3.45 ft,PVC,12,37622,0
39369,368.24 ft,PVC,8,37622,0
3937,49.31 ft,Ductile Iron,6,32509,0
39371,493.8 ft,PVC,8,35796,0
39372,4 ft,PVC,8,37987,0
39375,5.11 ft,PVC,12,36161,0
39376,4.12 ft,PVC,8,37622,0
39377,5.79 ft,PVC,6,37622,0
39378,1.34 ft,PVC,6,37622,0
39379,300.77 ft,PVC,12,37103,0
3938,9.81 ft,PVC,8,35065,0
39380,10.73 ft,PVC,6,37622,0
39381,127.46 ft,PVC,8,37622,0
39382,18.15 ft,PVC,8,37622,0
39383,12.95 ft,PVC,8,37622,0
39384,19.39 ft,PVC,8,37622,0
39385,4.35 ft,PVC,8,36982,0
39386,59.01 ft,PVC,8,36982,0
39387,52.62 ft,Reinforced Concrete Cylinder Pipe,36,36982,0
39389,7.62 ft,PVC,8,37445,0
3939,184.03 ft,PVC,8,34335,0
39390,11.65 ft,PVC,8,36892,0
39391,11.8 ft,PVC,6,36892,0
39392,10.93 ft,PVC,8,36526,0
39394,46.12 ft,PVC,8,37257,0
39395,179.08 ft,PVC,8,34700,0
39396,237.55 ft,PVC,8,36526,0
39397,29.53 ft,PVC,8,37622,0
39398,5.61 ft,PVC,8,37622,0
39399,5.8 ft,PVC,6,37257,0
394,14.58 ft,PVC,8,36892,0
3940,5 ft,PVC,8,36987,0
39400,7.13 ft,PVC,8,37257,0
39401,2.29 ft,PVC,8,37257,0
39402,33.25 ft,PVC,8,37257,0
39403,2.12 ft,PVC,6,37257,0
39404,21.89 ft,Ductile Iron,12,30317,0
39405,6.43 ft,Ductile Iron,8,30317,0
39406,14.02 ft,Cast Iron,8,24108,0
39407,13.21 ft,PVC,8,37622,0
39408,7.17 ft,PVC,8,37622,0
39409,33.09 ft,PVC,8,37257,0
3941,13.18 ft,Ductile Iron,8,31778,0
39410,26.03 ft,PVC,8,37622,0
39411,11.62 ft,PVC,8,37622,0
39413,3.55 ft,PVC,6,35796,0
39414,307.91 ft,PVC,8,35796,0
39415,5 ft,PVC,6,35796,0
39416,4 ft,PVC,6,35796,0
39417,4 ft,PVC,6,35796,0
39418,5 ft,PVC,6,35796,0
39419,10.25 ft,PVC,6,35796,0
3942,4 ft,Ductile Iron,6,30317,0
39420,262.04 ft,PVC,8,35796,0
39421,19.64 ft,PVC,8,35796,0
39422,7.5 ft,PVC,6,37257,0
39423,7.51 ft,PVC,12,36526,0
39425,8.56 ft,Cast Iron,8,23743,0
39426,55.33 ft,PVC,8,37257,0
39428,5 ft,PVC,6,37257,0
3943,9.88 ft,Cast Iron,8,33239,0
39430,3.5 ft,PVC,8,37257,0
39431,6.54 ft,PVC,8,37257,0
39432,13.81 ft,PVC,8,37257,0
39433,296.94 ft,PVC,8,37257,0
39434,51.64 ft,Cast Iron,6,27760,0
39435,14.41 ft,PVC,6,36161,0
39436,25.58 ft,Ductile Iron,8,32143,0
39437,8.71 ft,PVC,8,35796,0
39438,23.9 ft,Ductile Iron,8,29221,0
39439,29.76 ft,PVC,12,36526,0
3944,154.24 ft,PVC,8,35431,0
39440,259.52 ft,PVC,8,35796,0
39441,228.14 ft,Reinforced Concrete Cylinder Pipe,16,31048,0
39442,5 ft,PVC,6,31048,0
39443,23.24 ft,Ductile Iron,8,30317,0
39445,206.51 ft,Cast Iron,6,28126,1
39446,14.6 ft,PVC,8,30682,0
39447,139.5 ft,Cast Iron,6,26665,0
39448,13.31 ft,PVC,8,36161,0
39449,19.3 ft,Ductile Iron,8,29587,0
3945,7.41 ft,PVC,4,36161,0
39450,5.51 ft,Ductile Iron,6,31413,0
39452,17.48 ft,Ductile Iron,8,31413,0
39453,5.3 ft,PVC,6,36526,0
39454,6.89 ft,Ductile Iron,6,31048,0
39455,7 ft,Ductile Iron,6,31413,0
39456,4 ft,Cast Iron,6,28856,0
39457,5.15 ft,Ductile Iron,6,32143,0
39458,16.13 ft,Ductile Iron,6,32509,0
39459,13.02 ft,PVC,6,35431,0
3946,125.9 ft,PVC,8,35065,0
39460,7 ft,PVC,6,31413,0
39461,19.02 ft,PVC,12,36161,0
39462,35.11 ft,PVC,6,33970,0
39463,422.2 ft,Cast Iron,6,28856,1
39465,313.2 ft,PVC,8,34335,0
39466,10.95 ft,Cast Iron,8,26299,1
39467,17.45 ft,Cast Iron,6,26299,0
39468,25.2 ft,PVC,6,31048,0
39469,231.91 ft,PVC,8,31048,0
3947,28.24 ft,PVC,8,35431,0
39470,32.66 ft,Ductile Iron,12,30317,0
39471,39.01 ft,PVC,12,31413,0
39472,7.43 ft,PVC,8,31413,0
39473,23.23 ft,PVC,6,32143,0
39474,27.29 ft,PVC,6,32509,0
39475,434.69 ft,PVC,8,35065,0
39476,178.89 ft,PVC,8,36161,0
39477,400.07 ft,PVC,8,35723,0
39478,4.6 ft,PVC,6,33604,0
39479,31.36 ft,PVC,8,35796,0
3948,10 ft,Ductile Iron,8,31048,0
39482,15.75 ft,Ductile Iron,6,32143,0
39483,5 ft,Ductile Iron,6,33604,0
39484,251.72 ft,Ductile Iron,8,30317,0
39485,21.37 ft,PVC,6,36892,0
39486,9.14 ft,PVC,8,36892,0
39488,18.84 ft,PVC,8,35796,0
39489,12.52 ft,PVC,12,33604,0
3949,32.37 ft,PVC,8,31048,0
39491,19.66 ft,Ductile Iron,6,31778,0
39492,50 ft,PVC,6,30317,0
39493,238.69 ft,Ductile Iron,6,31632,0
39494,159.36 ft,Reinforced Concrete Cylinder Pipe,18,33239,0
39495,24.05 ft,PVC,6,31048,0
39496,5.5 ft,Ductile Iron,6,31413,0
39497,13.08 ft,PVC,8,36161,0
39498,240.42 ft,PVC,8,35065,0
39499,23.33 ft,Ductile Iron,8,30682,0
395,10 ft,PVC,6,36892,0
3950,20 ft,PVC,6,30682,0
39500,464.63 ft,PVC,8,36892,0
39501,390.34 ft,PVC,8,34335,0
39502,17.3 ft,PVC,8,33604,0
39503,9.92 ft,PVC,6,36161,0
39504,6 ft,PVC,6,36526,0
39505,27.19 ft,PVC,8,35796,0
39506,11.31 ft,PVC,8,36892,0
39507,74.91 ft,PVC,8,36892,0
39508,15 ft,PVC,6,36892,0
39509,4.43 ft,PVC,6,37257,0
3951,7.36 ft,PVC,6,33239,0
39511,42.43 ft,PVC,8,36892,0
39512,4.22 ft,PVC,6,33970,0
39513,2.85 ft,PVC,8,34700,0
39514,5.35 ft,Ductile Iron,8,33604,0
39515,8.47 ft,PVC,8,36526,0
