Segment ID,Street Name,From Limit Street,To Limit Street,Functional Class,Minimum Address in Range,Maximum Address in Range,Segment Width,Segment Length,Lane Miles,Grade,Inspection ID
2025403,BRISBANE RD,SEMINARY RIDGE DR,MARKET GARDEN LN,Residential,2600,2604,27,295,0.15,B,2022 Data
2020195,BLAND ST,SCOTT CRES,MARGRANITA CRES,Residential,2600,2603,27,288,0.15,C,2021 Data
2034518,BLUE CV,2601,WHISPERING WINDS DR,Residential,2600,2611,27,208,0.11,D,2022 Data
2037342,BLAKE ST,BEARD AVE,ALFRED ST,Residential,2600,2721,27,733,0.37,C,2022 Data
2037331,BOLTON ST,BEARD AVE,HUXLEY ST,Residential,2600,2615,23,295,0.13,F,2022 Data
2035305,BUCKINGHAM GATE TER,2601,BUCKINGHAM GATE RD,Residential,2600,2629,27,325,0.17,F,2022 Data
2022985,BURLESON RD,IROQUOIS LN,DOUGLAS ST,Arterial,2600,2643,41,1005,0.78,C,2021 Data
2025606,CAMERON LOOP,SEMINARY RIDGE DR,DIXON DR,Collector,2600,2613,20,277,0.1,B,2022 Data
2044532,CAMPFIELD PKWY,MONITOR DR,SWEET CLOVER DR,Residential,2600,2617,28,460,0.24,B,2022 Data
2034523,CEBO CV,2601,TOWERING OAKS DR,Residential,2600,2615,27,275,0.14,D,2022 Data
2022807,CARNARVON LN,LONG BOW LN,ST EDWARDS DR,Residential,2600,2724,27,1169,0.6,A,2021 Data
2021500,CEDARVIEW DR,OAK HAVEN DR,OAK PARK DR,Residential,2600,2615,27,314,0.16,D,2021 Data
2037657,CENTURY PARK BLVD,SHAWNA DNAY DR,WILLIAM KENNEDY DR,Collector,2600,2631,36,533,0.36,F,2020 Data
2019551,CESAR CHAVEZ ST E,SAN SABA ST,LLANO ST,Arterial,2600,2619,54,435,0.44,B,2021 Data
2025064,CHARLESWORTH DR,WEST GATE BLVD,EGANHILL DR,Residential,2600,2721,27,870,0.44,C,2022 Data
2019643,CANTERBURY ST,SAN SABA ST,LLANO ST,Collector,2600,2621,27,445,0.23,C,2021 Data
2011518,CAVILEER AVE,NASCO DR,CARY DR,Residential,2600,2617,27,340,0.17,B,2020 Data
2037940,COLLINS CREEK DR,PLEASANT VALLEY RD S,GEORGIA MEADOWS DR,Residential,2600,2814,27,1040,0.53,F,2021 Data
2024290,CHOCTAW TRL,PACK SADDLE PASS,TAHOE TRL,Residential,2600,2606,27,301,0.15,D,2022 Data
2035187,COLQUITT CV,HOWELLWOOD WAY,2607,Collector,2600,2607,40,88,0.07,F,2022 Data
2025725,COMBURG CASTLE WAY,COLLINGWOOD DR,QUEENSWOOD DR,Residential,2600,2605,27,347,0.18,C,2022 Data
2010789,CLARKDALE LN,PARKDALE DR,LOGWOOD DR,Residential,2600,2615,27,321,0.16,C,2020 Data
2033693,CLEAR CV,2601,BARTON HILLS DR,Residential,2600,2609,27,166,0.08,D,2021 Data
2034034,CIRCLE CV,GLEN SPRINGS WAY,2607,Residential,2600,2607,27,125,0.06,A,2021 Data
2026569,COATBRIDGE DR,GATESHEAD DR,BURNHILL DR,Collector,2600,2607,27,307,0.16,C,2022 Data
2025767,CHERISE LN,QUEENSWOOD DR,MARSH DR,Residential,2600,2615,27,310,0.16,D,2022 Data
2025905,CROWNSPOINT DR,RAMBLEWOOD DR,CROWNSPOINT CIR,Collector,2600,2601,37,161,0.11,D,2022 Data
3367479,COTTONWOOD SHORES DR,BAY CITY BND,BAY CITY BND,Residential,2600,2717,27,546,0.27,B,2021 Data
2034700,CRANBROOK CV,2601,PIPING ROCK TRL,Collector,2600,2607,40,107,0.08,F,2022 Data
2017509,DANCY ST,DEAN KEETON ST E,28TH ST E,Residential,2600,2706,27,197,0.08,D,2021 Data
2035270,DANTE CT,2601,ARROYO BLANCO DR,Residential,2600,2619,27,266,0.14,D,2022 Data
2026164,DAVIS LN,STAR GRASS CIR,LEO ST,Collector,2600,2624,21,506,0.2,D,2022 Data
2035286,DUPREE CIR,2601,ARROYO BLANCO DR,Residential,2600,2614,27,209,0.11,D,2022 Data
2041259,DEERFOOT TRL,BARTON HILLS DR,FOXWOOD CV,Residential,2600,2619,27,893,0.46,B,2021 Data
2026200,DEERINGHILL DR,WEST GATE BLVD,EGANHILL DR,Residential,2600,2721,27,891,0.44,A,2022 Data
2022840,EAST SIDE DR,LONG BOW LN,LITTLE JOHN LN,Residential,2600,2708,27,824,0.42,C,2021 Data
2023163,DEL VALLE ST,FLOW LN,STATE HWY 71 SVC RD WB  E,Residential,2600,2625,27.1,562,0.29,D,2021 Data
2020163,DELWOOD PL,MC CULLOUGH ST,GALEWOOD PL,Residential,2600,2619,27,306,0.15,C,2021 Data
2025144,EDENWOOD DR,WEST GATE BLVD,EGANHILL DR,Residential,2600,2715,27,857,0.44,C,2022 Data
2037320,DRYDEN ST,HUXLEY ST,BENTLEY DR,Residential,2600,2618,23,304,0.13,D,2022 Data
2015358,DUNBARTON DR,DREXEL DR,DE PAUL CV,Residential,2600,2619,27,406,0.2,C,2021 Data
5066192,ESPERANZA XING,DEAD END,2725,Collector,2600,2725,33,553,0.33,C,2020 Data
2020165,EXPOSITION BLVD,GREENLEE DR,MC CULLOUGH ST,Arterial,2600,2611,37,366,0.26,D,2021 Data
2020491,ENFIELD RD,NORWALK LN,EXPOSITION BLVD,Arterial,2600,2613,37,249,0.17,F,2021 Data
2025178,FENTONRIDGE DR,WEST GATE BLVD,EGANHILL DR,Residential,2600,2718,27,869,0.44,C,2022 Data
2033423,ESCONDIDO CV,MARIA ANNA RD,2612,Residential,2600,2613,27,269,0.14,F,2021 Data
2040439,FISET DR,STRASS DR,FINLEY DR,Residential,2600,2631,27,736,0.38,C,2021 Data
2034361,EKTOM DR,2601,INDIO DR,Residential,2600,2605,37,118,0.08,F,2022 Data
2011034,FOSTER LN,NORTHCROSS DR,ROCKWOOD LN,Collector,2600,2819,41,810,0.61,B,2020 Data
2021295,FOXGLEN DR,BARTON HILLS DR,GLENCLIFF DR,Residential,2600,2619,27,407,0.21,A,2021 Data
2032997,GREAT OAKS PKWY,ERIN LN,2615,Residential,2600,2615,27,298,0.15,D,2021 Data
3329624,FRATE BARKER RD,2600,2651,Arterial,2600,2651,27,1003,0.51,A,2022 Data
2022800,FRIAR TUCK LN,LONG BOW LN,NOTTINGHAM LN,Residential,2600,2607,27,263,0.13,D,2021 Data
2020177,GREENLEE DR,SPRING LN,EXPOSITION BLVD,Residential,2600,2615,27,322,0.16,F,2021 Data
2025199,GRENNOCK DR,WEST GATE BLVD,EGANHILL DR,Residential,2600,2719,27,822,0.42,B,2022 Data
2034654,GADWALL CV,MARSH DR,2607,Residential,2600,2607,27,109,0.06,D,2022 Data
2042127,GARRETTSON DR,HOWELLWOOD WAY,HOWELLWOOD WAY,Residential,2600,2633,29,754,0.41,B,2022 Data
2028141,GATE RIDGE DR,BUCKINGHAM GATE RD,BATTLE BRIDGE DR,Residential,2600,2676,27,908,0.46,D,2022 Data
2037782,GRACY FARMS LN,2600,2624,Residential,2600,2624,27.1,644,0.33,B,2020 Data
3210092,GEORGIA COLEMAN BND,GEORGIA COLEMAN BND,JOHNNY WEISMULLER LN,Residential,2600,2617,27,364,0.19,B,2022 Data
2011400,GERAGHTY AVE,JOYCE ST,VINE ST,Residential,2600,2717,27,1076,0.55,B,2020 Data
2025508,GETTYSBURG DR,SEMINARY RIDGE DR,DIXON DR,Collector,2600,2605,37,323,0.23,F,2022 Data
2047094,HARRIS BLVD,ETHRIDGE AVE,GASTON AVE,Collector,2600,2611,27,331,0.17,B,2021 Data
5059851,HIGHLAND HAVEN DR,HESTER RD,BAY CITY BND,Residential,2600,2713,28,487,0.26,A,2021 Data
2025180,HIDDEN OAKS DR,WHISPERING OAKS DR,TOWERING OAKS DR,Collector,2600,2603,27,196,0.1,C,2022 Data
2019868,GUADALUPE ST,26TH ST W,HUME PL,Arterial,2600,2607,60,144,0.16,F,2021 Data
2042130,GWENDOLYN LN,ALCOTT LN,ALCOTT LN,Residential,2600,2655,29,1289,0.71,C,2022 Data
2025230,HARLEYHILL DR,WEST GATE BLVD,EGANHILL DR,Residential,2600,2719,27,842,0.42,B,2022 Data
2040881,HUME PL,26TH ST W,GUADALUPE ST,Residential,2600,2621,27,335,0.17,F,2021 Data
2020153,HILLVIEW RD,GREENLEE DR,RICHARD LN,Residential,2600,2604,27,365,0.19,F,2021 Data
2024332,JONES RD,PACK SADDLE PASS,TAHOE TRL,Collector,2600,2609,41,285,0.22,C,2022 Data
3389949,KERRI STRUG CV,BUSTER CRABBE DR,CUL DE SAC,Residential,2600,2615,28,276,0.16,B,2022 Data
2038059,JAMES BAUSCH LN,RAYMOND C EWRY LN,JIM RYUN LN,Residential,2600,2612,28,257,0.14,B,2022 Data
2020309,JARRATT AVE,ETHRIDGE AVE,GASTON AVE,Residential,2600,2609,27,328,0.17,D,2021 Data
2021745,JEFFERSON ST,HARTFORD RD,GASTON AVE,Collector,2600,2607,27,350,0.18,F,2021 Data
2035714,KINNEY OAKS CT,BRIDGEWAY DR,KINNEY RD,Residential,2600,2752,27.1,1070,0.55,C,2021 Data
2025257,INRIDGE DR,WEST GATE BLVD,CHALLSBURY DR,Residential,2600,2719,27,855,0.43,B,2022 Data
2026530,LAMAR BLVD S,LA CASA DR,DICKSON DR,Arterial,2600,2639,59,469,0.52,D,2021 Data
5059857,KINGSLAND WAY,HESTER RD,KINGSLAND CT,Residential,2600,2616,28,257,0.14,B,2021 Data
3272636,LAKELINE BLVD S,2600,2636,Residential,2600,2636,27.1,456,0.23,A,2020 Data
2032996,LA RONDE,2601,CHIAPPERO TRL,Residential,2600,2609,27,172,0.09,D,2021 Data
2037543,LAMAR BLVD N,SHOAL CREEK BLVD,SHOAL CREEK BLVD,Arterial,2600,2674,52,1062,1.02,D,2021 Data
2039610,LONGHORN BLVD,BURNET RD,REID DR,Collector,2600,2715,57,576,0.62,D,2020 Data
2034650,LINDSEY CV,MARSH DR,2607,Residential,2600,2608,27,102,0.05,C,2022 Data
2037662,LOU JOHN ST,SHAWNA DNAY DR,WILLIAM KENNEDY DR,Residential,2600,2637,27,496,0.25,C,2020 Data
2041522,LITTLE JOHN LN,LONG BOW LN,EAST SIDE DR,Residential,2600,2725,27,1103,0.56,B,2021 Data
2017793,MARTIN LUTHER KING BLVD E,CEDAR AVE,WALNUT AVE,Arterial,2600,2615,37,294,0.21,C,2021 Data
2036702,MASON DELLS LN,MIDBURY CT,CHATAM BERRY LN,Collector,2600,2613,41,316,0.25,C,2022 Data
2017531,MANOR RD,STAFFORD ST,WALNUT AVE,Arterial,2600,2627,41,404,0.31,C,2021 Data
2016977,MC CALLUM DR,GASTON AVE,PRESTON AVE,Residential,2600,2624,27,399,0.2,C,2021 Data
2021561,MC CULLOUGH ST,SPRING LN,EXPOSITION BLVD,Residential,2600,2609,27,332,0.17,F,2021 Data
2038075,MARCUS ABRAMS BLVD,RAYMOND C EWRY LN,JOHNNY WEISMULLER LN,Collector,2600,2714,20,683,0.25,B,2022 Data
2020117,MARIA ANNA RD,HILLVIEW RD,ESCONDIDO CV,Residential,2600,2611,27,518,0.27,F,2021 Data
2037303,LYNNBROOK DR,AVIAN ST,FINSBURY DR,Collector,2600,2633,36,471,0.32,F,2022 Data
2041939,MARKET GARDEN LN,BRISBANE RD,SWINDON LN,Residential,2600,2645,27,1074,0.55,C,2022 Data
2034084,LYLE,2601,STATE HWY 71  E,Residential,2600,2818,27.1,538,0.28,D,2021 Data
5076949,MORENO ST,VAUGHAN ST,TILLEY ST,Residential,2600,2829,28,794,0.42,B,2021 Data
2025573,MONITOR DR,KEARSARGE DR,SEMINARY RIDGE DR,Residential,2600,2609,27,313,0.16,B,2022 Data
2034340,MESQUITE CV,WINDING TRL,2609,Residential,2600,2609,27,149,0.08,D,2022 Data
2022934,METCALFE RD,GLEN SPRINGS WAY,IROQUOIS LN,Collector,2600,2641,41,261,0.2,C,2021 Data
2046699,NATIONAL PARK BLVD,LAKE CLARK LN,CHANNEL ISLAND DR,Collector,2600,2617,37,296,0.21,F,2022 Data
2041500,NOTTINGHAM LN,FRIAR TUCK LN,ST EDWARDS DR,Residential,2600,2718,27,873,0.45,C,2021 Data
2017198,NUECES ST,26TH ST W,27TH ST W,Residential,2600,2625,35,544,0.36,D,2018 Data
2023893,OAK CREST AVE,HERNDON LN,CUMBERLAND RD,Residential,2600,2630,27,539,0.28,C,2021 Data
2035574,OAK HAVEN DR,CEDARVIEW DR,ELMGLEN DR,Residential,2600,2613,27,470,0.24,D,2021 Data
2035575,OAK PARK DR,CEDARVIEW DR,BARTON SKWY,Residential,2600,2807,27,706,0.36,C,2021 Data
2033428,OAKDALE CT,GREENLEE DR,2608,Residential,2600,2609,27,172,0.09,D,2021 Data
2017593,OAKLAWN AVE,STAFFORD ST,WALNUT AVE,Residential,2600,2619,27,409,0.21,C,2021 Data
2022906,PARKER LN,GLEN SPRINGS WAY,ALLEGHANY DR,Collector,2600,2615,41,315,0.24,C,2021 Data
2011867,NORTHLAND DR,NASCO DR,DEAD END,Collector,2600,2718,37,715,0.61,C,2021 Data
3303838,PARK BEND DR,2600,2619,Collector,2600,2619,41,521,0.4,B,2020 Data
2011458,PARK VIEW DR,NASCO DR,VINE ST,Residential,2600,2722,27,1073,0.55,B,2020 Data
2011370,PEGRAM AVE,JOYCE ST,ARDATH ST,Residential,2600,2621,37,473,0.33,C,2020 Data
2015269,PEMBROOK TRL,STRASS DR,RUE ST,Residential,2600,2631,27,703,0.36,C,2021 Data
2034215,PARAMOUNT AVE,LA CASA DR,2607,Residential,2600,2607,27,129,0.07,D,2021 Data
2020121,PECOS ST,GREENLEE DR,TARRYHOLLOW DR,Collector,2600,2613,27,468,0.23,B,2021 Data
2033424,PLUMCREEK CIR,2600,MARIA ANNA RD,Residential,2600,2607,27,91,0.05,F,2021 Data
2041360,RAE DELL AVE,LA CASA DR,ELMGLEN DR,Residential,2600,2621,27,461,0.24,C,2021 Data
2011210,RICHCREEK RD,PINELEAF PL,SILVERCREST DR,Collector,2600,2706,37,704,0.49,B,2020 Data
2025441,ROEHAMPTON DR,DONCASTER DR,SEMINARY RIDGE DR,Residential,2600,2613,27,250,0.13,C,2022 Data
2017662,ROGERS AVE,CEDAR AVE,WALNUT AVE,Residential,2600,2615,22,405,0.17,B,2021 Data
2027791,RIDDLE RD,ALCOTT LN,HOWELLWOOD WAY,Residential,2600,2621,20,697,0.28,B,2022 Data
2017192,RIO GRANDE ST,26TH ST W,28TH ST W,Collector,2600,2728,35,1020,0.68,C,2021 Data
2034040,REEVES CIR,2601,METCALFE RD,Residential,2600,2616,27,311,0.14,C,2021 Data
2017189,SALADO ST,26TH ST W,28TH ST W,Residential,2600,2723,27,1006,0.51,D,2021 Data
2019419,SANTA ROSA ST,SAN SABA ST,PACE ST,Residential,2600,2717,27,734,0.37,C,2021 Data
2017183,SAN GABRIEL ST,26TH ST W,POPLAR ST,Residential,2600,2605,27,218,0.11,F,2021 Data
2017266,SAN JACINTO BLVD,DEAN KEETON ST E,PARK PL,Arterial,2600,2706,27,271,0.14,F,2021 Data
2017186,SAN PEDRO ST,26TH ST W,POPLAR ST,Residential,2600,2605,20,219,0.08,D,2021 Data
2023152,SHAPARD LN,FLOW LN,STATE HWY 71 SVC RD WB  E,Residential,2600,2640,27.1,582,0.3,C,2021 Data
2027729,SLAUGHTER LN W,PIPING ROCK TRL,CURLEW DR,Arterial,2600,2618,37,683,0.46,C,2022 Data
2034074,SERVICE RD,FREIGHT LN,DEAD END,Collector,2600,2601,27,492,0.25,A,2022 Data
2022815,SHERWOOD LN,LONG BOW LN,ST EDWARDS DR,Residential,2600,2724,27,1144,0.59,C,2021 Data
2025479,SHILOH DR,SHILOH CT,SEMINARY RIDGE DR,Collector,2600,2615,41,259,0.2,C,2022 Data
2037544,SHOAL CREEK BLVD,LAMAR BLVD N,GASTON AVE,Collector,2600,2709,20,809,0.3,C,2021 Data
2018211,SOL WILSON AVE,PANDORA ST,RIDGEWAY DR,Residential,2600,2623,27,493,0.25,B,2021 Data
2010760,STECK AVE,PARKDALE DR,VALLEYDALE CV,Arterial,2600,2617,37,359,0.25,A,2020 Data
2034271,STACY LN,2601,CUMBERLAND RD,Residential,2600,2619,27,265,0.14,C,2021 Data
2020176,SPRING LN,GREENLEE DR,MC CULLOUGH ST,Residential,2600,2611,27,389,0.2,D,2021 Data
2020209,ST ANTHONY ST,GREENLEE DR,SUNNY SLOPE DR,Residential,2600,2604,27,221,0.11,D,2021 Data
5076633,SORIN ST,VAUGHAN ST,BRIONES ST,Residential,2600,2617,30,265,0.15,A,2021 Data
2033427,TANGLEWOOD TRL,GREENLEE DR,2608,Residential,2600,2609,27,168,0.08,D,2021 Data
2041610,SUNRIDGE DR,OLTORF ST E,ALLISON CV,Collector,2600,2812,41,1046,0.81,C,2021 Data
3262827,TOM MILLER ST,CAL RODGERS ST,MATTIE ST,Residential,2600,2613,28,247,0.13,C,2021 Data
2033694,TOP CV,BARTON HILLS DR,2609,Residential,2600,2609,27,187,0.1,D,2021 Data
2025814,TOULOUSE DR,COLLINGWOOD DR,QUEENSWOOD DR,Residential,2600,2617,27,375,0.19,B,2022 Data
2038054,THERESA BLANCHARD LN,JOHNNY WEISMULLER LN,BRUCE JENNER LN,Residential,2600,2617,28,402,0.21,D,2022 Data
2020150,THOMAS DR,GREENLEE DR,MC CULLOUGH ST,Residential,2600,2619,27,431,0.21,D,2021 Data
2023844,THORNTON RD,BRIDGEWAY DR,SUMMER CREEK DR,Collector,2600,2703,27,279,0.14,F,2021 Data
2033652,TRAILSIDE DR,BARTON HILLS DR,2613,Residential,2600,2613,37,279,0.2,D,2021 Data
2037334,TINMOUTH ST,BEARD AVE,HUXLEY ST,Residential,2600,2624,23,300,0.13,B,2022 Data
2033690,TIP CV,BARTON HILLS DR,2611,Residential,2600,2611,27,220,0.11,D,2021 Data
2033421,VELASQUEZ DR,MURILLO CIR,2612,Residential,2600,2613,27,279,0.14,C,2021 Data
2011485,TWIN OAKS DR,NASCO DR,VINE ST,Collector,2600,2710,27,967,0.49,C,2020 Data
2017252,UNIVERSITY AVE,DEAN KEETON ST W,27TH ST W,Collector,2600,2635,37,801,0.56,F,2021 Data
2019058,WEBBERVILLE RD,PEDERNALES ST,FRANCISCO ST,Collector,2600,2619,37,394,0.28,C,2021 Data
2011596,WHITE HORSE TRL,NASCO DR,CARY DR,Residential,2600,2607,27,352,0.18,F,2020 Data
2011663,WHITE ROCK DR,NASCO DR,CARY DR,Collector,2600,2617,37,347,0.24,D,2020 Data
2017248,WHITIS AVE,DEAN KEETON ST W,27TH ST W,Collector,2600,2635,48,791,0.72,D,2021 Data
5114738,WALSH TARLTON LN,MC KENNA LN,2700,Residential,2600,2620,27.1,206,0.11,B,2021 Data
2024156,WESTERN TRAILS BLVD,SAGEBRUSH TRL,WEST GATE BLVD,Collector,2600,2712,41,559,0.43,D,2022 Data
3370737,WESTLAKE DR,2600,2800,Collector,2600,2801,18,1001,0.34,D,2021 Data
2020128,WESTOVER RD,SPRING LN,HILLVIEW RD,Collector,2600,2623,37,518,0.36,F,2021 Data
2013812,WAYMAKER WAY,WAYMAKER CV,ROUND TABLE RD,Collector,2600,2710,60,433,0.49,F,2021 Data
2017003,WOOLDRIDGE DR,GASTON AVE,CLAIRE AVE,Collector,2600,2617,27,510,0.3,D,2021 Data
2019589,WILLOW,SAN SABA ST,LLANO ST,Residential,2600,2619,27,451,0.23,C,2021 Data
2035310,WINDING BROOK DR,2601,SUGAR LEAF PL,Collector,2600,2739,34,1234,0.79,F,2022 Data
2035289,YANDALL DR,BUSTER CRABBE DR,ARROYO BLANCO DR,Collector,2600,2671,40,1053,0.79,C,2022 Data
3367334,WINCHELL LN,BAY CITY BND,DEAD END,Residential,2600,2609,27,160,0.08,B,2021 Data
2020456,WOODMONT AVE,STAMFORD LN,EXPOSITION BLVD,Residential,2600,2623,22,515,0.22,C,2021 Data
2019022,ZARAGOSA ST,WEBBERVILLE RD,MAUDE ST,Residential,2600,2719,27,817,0.42,C,2021 Data
5134130,ZACH SCOTT ST,OLENICK ST,VAUGHAN ST,Collector,2600,2621,39,255,0.19,B,2021 Data
5293746,KRAMER LN,BROCKTON DR,ESPERANZA XING,Residential,2600,2623,27.1,283,0.15,B,2020 Data
5282629,AUTUMN LEAF CT,CUL DE SAC,AUTUMN WOOD DR,Residential,2600,2613,27,150,0.08,B,2022 Data
5308952,CHETCO DR,SLY BEAVER DR,2612,Residential,2600,2612,27,138,0.07,D,2020 Data
5363337,PHILOMENA ST,DOC REEVES ST,ROBERT BROWNING ST,Collector,2600,2621,30,303,0.17,B,2022 Data
5363246,MC BEE ST,EBERLY ST,SCARBROUGH ST,Collector,2600,2609,30,210,0.12,C,2022 Data
5363234,ROBERT BROWNING ST,EBERLY ST,SCARBROUGH ST,Residential,2600,2611,30,212,0.12,B,2022 Data
5424086,FALLWELL LN,GUERRERO DR,OLIVARIS BLVD,Residential,2600,3012,60,1632,1.86,A,2021 GASB Report
2006516,GRACY FARMS LN,2601,2625,Collector,2601,2625,21,644,0.26,A,2020 Data
2012174,HANCOCK DR,STRASS DR,FINLEY DR,Collector,2601,2622,37,419,0.29,B,2021 Data
3272641,LAKELINE BLVD S,2601,2637,Residential,2601,2637,27.1,484,0.25,A,2020 Data
2037536,LAMAR BLVD N,SHOAL CREEK BLVD,SHOAL CREEK BLVD,Arterial,2601,2645,27.1,1097,0.56,F,2021 Data
4023138,LOST CREEK BLVD,2600,2609,Collector,2601,2609,32,367,0.22,C,2021 Data
2038076,MARCUS ABRAMS BLVD,RAYMOND C EWRY LN,JOHNNY WEISMULLER LN,Collector,2601,2715,20,684,0.25,C,2022 Data
2027731,SLAUGHTER LN W,PIPING ROCK TRL,CURLEW DR,Arterial,2601,2619,37,681,0.47,C,2022 Data
5114740,WALSH TARLTON LN,MC KENNA LN,2701,Arterial,2601,2617,21,219,0.09,F,2021 Data
2025903,CROWNSPOINT DR,CROWNSPOINT CIR,QUEENSWOOD DR,Collector,2602,2607,37,330,0.23,C,2022 Data
3321874,RED RIVER ST,DEAN KEETON ST E,30TH ST E,Arterial,2602,2911,57,651,0.22,F,2021 Data
2021419,BARTON HILLS DR,FOREST BEND DR,DIP CV,Collector,2604,2614,37,470,0.33,B,2021 Data
2020171,BLAND ST,MARGRANITA CRES,WESTOVER RD,Residential,2604,2609,27,326,0.17,C,2021 Data
2025154,HIDDEN OAKS DR,TOWERING OAKS DR,WEST GATE BLVD,Collector,2604,2617,27,282,0.14,A,2022 Data
2023674,HOEKE LN,ELLA LN,LEE HILL DR,Residential,2604,2611,16,219,0.07,B,2022 Data
2015423,LOYOLA LN,LEHIGH DR,MILLIKIN CV,Collector,2604,2619,41,292,0.23,F,2021 Data
2026123,BRISBANE RD,MARKET GARDEN LN,SWINDON LN,Residential,2605,2614,27,298,0.15,C,2022 Data
2020134,HILLVIEW RD,RICHARD LN,TARRYHOLLOW DR,Residential,2605,2614,27,390,0.2,C,2021 Data
2016233,ROGGE LN,EXETER DR,EXETER DR,Collector,2605,2612,37,95,0.07,A,2021 Data
2020193,ST ANTHONY ST,SUNNY SLOPE DR,MC CULLOUGH ST,Residential,2605,2610,27,234,0.13,A,2021 Data
2024373,EKTOM DR,INDIO DR,WEST GATE BLVD,Residential,2606,2635,37,664,0.47,C,2022 Data
2025497,GETTYSBURG DR,DIXON DR,FORT SUMTER RD,Collector,2606,2707,37,386,0.27,D,2022 Data
2024325,JONES RD,TAHOE TRL,WINDING TRL,Collector,2606,2619,41,310,0.24,D,2022 Data
2047448,SAN GABRIEL ST,2606,2611,Residential,2606,2611,31.1,50,0.03,C,2018 Data
2017150,SAN PEDRO ST,POPLAR ST,SHOAL CLIFF CT,Residential,2606,2609,20,118,0.04,F,2021 Data
2026079,SWEET CLOVER DR,KEARSARGE DR,SEMINARY RIDGE DR,Residential,2606,2615,37,268,0.19,C,2022 Data
2012295,48TH ST W,2607,FINLEY DR,Residential,2607,2620,27,243,0.12,C,2021 Data
2036104,BARTON SKWY,OAKLANE DR,CEDARVIEW DR,Collector,2607,2618,37,395,0.28,C,2021 Data
2024270,CHOCTAW TRL,TAHOE TRL,WINDING TRL,Residential,2607,2614,27,373,0.19,F,2022 Data
2041607,WICKERSHAM LN,HUNTWICK DR,ELANA CT,Collector,2607,2715,41,622,0.48,D,2021 Data
2024887,BERKELEY AVE,CAMPDEN DR,BLARWOOD DR,Collector,2608,2613,41,240,0.19,D,2022 Data
2041717,COATBRIDGE DR,BURNHILL DR,WEST GATE BLVD,Collector,2608,2631,27,531,0.27,D,2022 Data
2025890,CROWNSPOINT DR,QUEENSWOOD DR,MARSH DR,Collector,2608,2611,41,309,0.24,D,2022 Data
2022823,FRIAR TUCK LN,NOTTINGHAM LN,ST EDWARDS DR,Residential,2608,2717,27,684,0.35,D,2021 Data
2019869,GUADALUPE ST,HUME PL,27TH ST W,Arterial,2608,2649,60,409,0.46,F,2021 Data
2021742,JEFFERSON ST,GASTON AVE,PRESTON AVE,Collector,2608,2615,37,331,0.23,D,2021 Data
2020626,8TH ST W,NEWMAN DR,NEWMAN DR,Residential,2609,2613,27,145,0.07,B,2021 Data
2020173,ST ANTHONY ST,MC CULLOUGH ST,BONITA ST,Residential,2609,2626,27,344,0.17,D,2021 Data
2027801,ALCOTT LN,GWENDOLYN LN,BEARD AVE,Collector,2610,2619,43,227,0.18,B,2022 Data
3379210,LOST CREEK BLVD,2610,CLL,Collector,2610,2615,32,420,0.25,C,2021 Data
2020105,MARIA ANNA RD,ESCONDIDO CV,PLUMCREEK CIR,Residential,2610,2615,27,174,0.09,D,2021 Data
2017135,SAN PEDRO ST,SHOAL CLIFF CT,28TH ST W,Residential,2610,2717,20,678,0.26,F,2021 Data
2020677,7TH ST W,NEWMAN DR,LAKE AUSTIN BLVD,Collector,2611,2628,33,162,0.1,C,2021 Data
2041792,ALDFORD DR,BLARWOOD DR,ALDFORD CIR,Collector,2611,2620,41,364,0.28,D,2022 Data
2020579,10TH ST W,NEWMAN DR,EXPOSITION BLVD,Collector,2612,2623,33,146,0.09,C,2021 Data
2025871,CROWNSPOINT DR,MARSH DR,CURLEW DR,Collector,2612,2707,41,477,0.37,A,2022 Data
2020142,EXPOSITION BLVD,MC CULLOUGH ST,WESTOVER RD,Arterial,2612,2643,37,732,0.51,F,2021 Data
3287300,DREW LN,2612,2615,Residential,2612,2615,27.1,148,0.08,F,2022 Data
2016891,HARRIS BLVD,GASTON AVE,PRESTON AVE,Collector,2612,2621,27,334,0.17,B,2021 Data
2027740,HOWELLWOOD WAY,CURLEW DR,GARRETTSON DR,Residential,2612,2617,29,143,0.08,B,2022 Data
2025953,MONARCH DR,PRINCEWOOD PASS,MARSH DR,Collector,2612,2622,39,324,0.24,B,2022 Data
2015629,NORTHEAST DR,AUBURN DR,AUBURNHILL,Collector,2612,2615,41,129,0.1,C,2021 Data
2020149,SPRING LN,MC CULLOUGH ST,2620,Residential,2612,2621,27,349,0.15,D,2021 Data
2041315,BARTON HILLS DR,DIP CV,CLEAR CV,Collector,2613,2630,37,762,0.53,B,2021 Data
2026217,BRISBANE RD,SWINDON LN,WEST GATE BLVD,Residential,2613,2630,27,326,0.16,F,2022 Data
2040461,49TH ST W,RUE ST,FINLEY DR,Residential,2614,2655,27,873,0.45,C,2021 Data
2020619,8TH ST W,NEWMAN DR,EXPOSITION BLVD,Residential,2614,2623,27,153,0.08,C,2021 Data
2026211,BERKELEY AVE,BLARWOOD DR,WEST GATE BLVD,Collector,2614,2697,41,385,0.28,D,2022 Data
2024305,JONES RD,WINDING TRL,WEST GATE BLVD,Collector,2614,2629,41,317,0.25,D,2022 Data
