Segment ID,Street Name,From Limit Street,To Limit Street,Functional Class,Minimum Address in Range,Maximum Address in Range,Segment Width,Segment Length,Lane Miles,Grade,Inspection ID
2047396,15TH EB TO LAMAR NB RAMP,15TH ST W,SHOAL CREEK BLVD,Arterial,0,0,16,345,0.1,F,2021 Data
2047397,15TH EB TO LAMAR NB RAMP,SHOAL CREEK BLVD,N LAMAR BLVD,Arterial,0,0,16,124,0.04,F,2021 Data
2021686,N MOPAC NB TO NEWFIELD RAMP,0,0,Residential,0,0,23,354,0.15,A,2021 Data
2021672,N MOPAC NB TO NEWFIELD RAMP,0,0,Residential,0,0,24,1498,0.68,B,2021 Data
2020052,N MOPAC NB TO 35TH EB RAMP,0,0,Arterial,0,0,27,135,0.07,C,2021 Data
2021764,N MOPAC SB TO 35TH WB RAMP,0,0,Arterial,0,0,41,880,0.68,B,2021 Data
2013655,N MOPAC SB TO 45TH WB RAMP,0,0,Arterial,0,0,27,182,0.09,C,2021 Data
2021771,N MOPAC NB TO 45TH EB RAMP,2905,2907,Arterial,0,0,27,140,0.06,F,2021 Data
5085188,AIRPORT SB LEFT TO ALDRICH,0,0,Arterial,0,0,30,371,0.21,C,2021 Data
5085192,ALDRICH TO SB AIRPORT BLVD,0,0,Arterial,0,0,30,91,0.05,F,2021 Data
2016560,N IH 35 NB TO AIRPORT SB RAMP,0,0,Arterial,0,0,30,225,0.13,C,2021 Data
2021658,6TH WB AT N MO-PAC TRN W,6TH ST W,5TH ST W,Arterial,0,0,27,672,0.34,B,2021 Data
2012665,RESEARCH SB TO ANDERSO WB RAMP,0,0,Arterial,0,0,57,497,0.54,F,2020 Data
2021200,BARTON SPG TO LAMAR NB RAMP,LEE BARTON DR,LAMAR BLVD S,Arterial,0,0,27,263,0.13,F,2021 Data
2044941,CESAR CHAVEZ AT STEPHEN F A TRN,RESERVE RD,0 (RAMP),Residential,0,0,27.1,166,0.09,A,2021 Data
2044942,CESAR CHAVEZ AT STEPHEN F A TRN,0 (RAMP),RESERVE RD,Residential,0,0,27.1,174,0.09,A,2021 Data
2021727,HARTFORD SB TO MOPAC NB RAMP,0,0,Collector,0,0,37,241,0.17,F,2021 Data
2021767,N MOPAC NB TO 45TH RAMP,0,0,Collector,0,0,27,102,0.05,D,2021 Data
2006594,RESEARCH SVRD SB AT BRAKER TRN,0,0,Collector,0,0,22,1143,0.48,B,2020 Data
2021758,N MOPAC NB TO 35TH RAMP,0,0,Collector,0,0,27,88,0.05,F,2021 Data
2019854,LAMAR NB TO W 15TH EB RAMP N,SHOAL CREEK BLVD,15TH ST W,Arterial,0,0,27,371,0.34,F,2021 Data
2047432,LAMAR SB TO W 15TH RAMP N,0,0,Arterial,0,0,16.1,294,0.09,F,2021 Data
2047433,LAMAR SB TO W 15TH RAMP N,0,0,Arterial,0,0,16.1,140,0.04,F,2021 Data
2047435,LAMAR AT 15TH TRN N,LAMAR BLVD N,LAMAR BLVD N,Arterial,0,0,26.1,61,0.03,F,2021 Data
2012631,MOPAC TO BURNET RD RAMP,0,0,Residential,0,0,37,994,0.7,A,2020 Data
2017458,MLK EB TO ED BLUESTEIN SB RAMP E,ED BLUESTEIN SVC RD,MARTIN LUTHER KING BLVD E,Arterial,0,0,27,361,0.18,D,2021 Data
2017439,MLK WB TO ED BLUESTEIN NB RAMP E,F M 969 RD,ED BLUESTEIN SVC RD,Arterial,0,0,27,318,0.16,D,2021 Data
2021692,NEWFIELD TO ENFIELD RAMP,0,0,Residential,0,0,27,316,0.16,A,2021 Data
2021749,OAKMONT TO MOPAC NB RAMP,0,0,Residential,0,0,24,717,0.33,B,2021 Data
5463926,MUELLER BLVD,PHILOMENA ST,GARCIA ST,Collector,0,4837,35,557,0.37,C,2022 Data
2013697,PERRY TO MOPAC NB RAMP,0,0,Collector,0,0,27,491,0.25,C,2021 Data
2023632,RIVERSIDE DR E,0,0,Arterial,0,0,21,257,0.1,F,2021 Data
2023633,RIVERSIDE DR E,0,0,Arterial,0,0,21,324,0.13,F,2021 Data
2022779,RIVERSIDE EB AT PLEASANT VALLE T,RIVERSIDE DR E,RIVERSIDE DR E,Arterial,0,0,30,501,0.19,F,2021 Data
2022798,RIVERSIDE WB AT PLEASANT VALLE T,RIVERSIDE DR E,RIVERSIDE DR E,Arterial,0,0,30,338,0.19,F,2021 Data
2037482,SLAUGHTER TO BRANDT RAMP E,SLAUGHTER LN E,BRANDT RD,Arterial,0,0,27.1,757,0.37,F,2022 Data
2012398,STECK TO MOPAC SVRD NB RAMP,0,0,Arterial,0,0,37,390,0.27,C,2020 Data
2012623,YORK BLVD,0,0,Collector,0,0,27,1337,0.68,A,2020 Data
5363327,SIMOND AVE,VAUGHAN ST,TILLEY ST,Collector,0,2613,19,837,0.3,C,2022 Data
5463930,MUELLER BLVD,GARCIA ST,BARBARA JORDAN BLVD,Collector,0,4925,35,707,0.47,B,2022 Data
5418513,WHITTER DR,CHARLES MERLE DR,8717,Residential,0,8717,338,28,0.18,B,2022 Data
5418505,WHITTER DR,CHARLES MERLE DR,8716,Residential,0,8716,334,28,0.18,C,2022 Data
2042938,1ST ST S,LAVACA ST,RIVERSIDE DR W,Arterial,1,223,41,1498,1.16,B,2021 Data
2033286,BIERCE ST,2,RIVER ST,Residential,1,59,12,130,0.09,D,2021 Data
2033270,BRAZOS ST,2,CESAR CHAVEZ ST E,Collector,1,31,59,330,0.37,F,2021 Data
2033301,CHALMERS AVE,2,RIVERVIEW ST,Collector,1,39,27,331,0.17,F,2021 Data
2041318,CHICON ST,FESTIVAL BEACH RD,BERGMAN AVE,Collector,1,29,37,621,0.44,B,2021 Data
2019682,COMAL ST,FESTIVAL BEACH RD,ROBERT WEAVER AVE,Collector,1,40,33,809,0.51,C,2021 Data
2019071,GUADALUPE ST,LAVACA ST,CESAR CHAVEZ ST W,Residential,1,99,27,287,0.15,D,2021 Data
2040892,KERN RAMBLE,FRENCH PL,34TH ST E,Residential,1,21,27,694,0.35,C,2021 Data
2019070,LAVACA ST,GUADALUPE ST,CESAR CHAVEZ ST W,Arterial,1,99,57,294,0.32,F,2021 Data
2021738,MARGRANITA CRES,TOWER DR,WINSTED LN,Residential,1,14,27,722,0.37,C,2021 Data
2041308,PLEASANT VALLEY RD N,PLEASANT VALLEY RD S,CANTERBURY ST,Arterial,1,79,41,448,0.35,C,2021 Data
3377275,PLEASANT VALLEY RD S,1,516,Arterial,1,516,42,1651,1.31,B,2021 Data
2021740,SCOTT CRES,DORMARION LN,SUNNY SLOPE DR,Residential,1,9,27,355,0.18,C,2021 Data
2019623,NASH HERNANDEZ SR RD,EAST AVE,I 35 SVC SB TO FESTIVAL BEACH RA,Residential,5,6,27,108,0.06,B,2021 Data
2041292,EAST AVE,FESTIVAL BEACH RD,CUMMINGS ST,Collector,7,39,29,1327,0.73,C,2021 Data
2040803,SCOTT CRES,SUNNY SLOPE DR,MC CULLOUGH ST,Residential,8,23,27,510,0.26,C,2021 Data
2033302,SALINA ST,10,RIVERVIEW ST,Residential,9,39,27,325,0.16,C,2021 Data
2033978,JULIEANNA CV,10,LEVANDER LOOP,Collector,10,41,41,243,0.19,F,2021 Data
2033307,STRANDTMAN CV,10,LEVANDER LOOP,Collector,10,71,41,294,0.23,D,2021 Data
2040801,MARGRANITA CRES,WINSTED LN,BLAND ST,Residential,15,41,27,957,0.49,D,2021 Data
3428016,KERN RAMBLE,34TH ST E,CONCORDIA AVE,Residential,18,23,27,150,0.15,C,2021 Data
2019702,ANTHONY ST,BERGMAN AVE,RIVERVIEW ST,Residential,30,39,27,336,0.17,B,2021 Data
2019686,CHICON ST,BERGMAN AVE,RIVERVIEW ST,Collector,30,39,37,329,0.23,B,2021 Data
2019692,LYNN ST,BERGMAN AVE,RIVERVIEW ST,Residential,30,39,27,328,0.17,A,2021 Data
2019706,ROBERT T MARTINEZ JR ST,BERGMAN AVE,RIVERVIEW ST,Collector,30,39,37,288,0.15,C,2021 Data
2033292,SAN MARCOS ST,30,I 35 SVC RD SB  N,Collector,30,59,27,353,0.18,F,2021 Data
2019565,WALLER ST,FLORES ST,CLERMONT AVE,Collector,30,39,27,330,0.17,A,2021 Data
2019466,RAINEY ST,CUMMINGS ST,RIVER ST,Residential,35,59,27,795,0.41,B,2021 Data
2019688,ANTHONY ST,RIVERVIEW ST,HASKELL ST,Residential,40,49,27,354,0.18,A,2021 Data
2019617,CHALMERS AVE,RIVERVIEW ST,HASKELL ST,Residential,40,49,27,356,0.18,A,2021 Data
2019656,CHICON ST,RIVERVIEW ST,HASKELL ST,Collector,40,49,37,361,0.25,B,2021 Data
2019481,EAST AVE,CUMMINGS ST,LAMBIE ST,Collector,40,49,41,437,0.34,F,2021 Data
2019676,LYNN ST,RIVERVIEW ST,HASKELL ST,Residential,40,49,27,359,0.18,A,2021 Data
2019732,PEDERNALES ST,40,CANTERBURY ST,Residential,40,79,27,305,0.36,D,2021 Data
2019694,ROBERT T MARTINEZ JR ST,RIVERVIEW ST,HASKELL ST,Collector,40,49,37,347,0.24,B,2021 Data
2019522,WALLER ST,CLERMONT AVE,LAMBIE ST,Collector,40,49,27,374,0.19,D,2021 Data
2019581,COMAL ST,ROBERT WEAVER AVE,HASKELL ST,Collector,41,49,33,352,0.22,B,2021 Data
2019652,ANTHONY ST,HASKELL ST,HOLLY ST,Residential,50,59,27,364,0.19,B,2021 Data
2019570,CHALMERS AVE,HASKELL ST,HOLLY ST,Residential,50,59,27,357,0.18,C,2021 Data
2019602,CHICON ST,HASKELL ST,HOLLY ST,Collector,50,59,37,353,0.25,B,2021 Data
2019540,COMAL ST,HASKELL ST,HOLLY ST,Collector,50,59,33,361,0.23,D,2021 Data
2019426,EAST AVE,LAMBIE ST,RIVER ST,Collector,50,59,41,370,0.29,A,2021 Data
2019628,LYNN ST,HASKELL ST,HOLLY ST,Residential,50,59,27,356,0.18,C,2021 Data
2019510,NAVASOTA ST,HASKELL ST,HOLLY ST,Collector,50,59,27,366,0.19,C,2021 Data
2019671,ROBERT T MARTINEZ JR ST,HASKELL ST,HOLLY ST,Collector,50,59,37,369,0.26,B,2021 Data
2019488,WALLER ST,LAMBIE ST,HOLLY ST,Collector,50,59,37,388,0.27,D,2021 Data
2019597,ANTHONY ST,HOLLY ST,GARDEN ST,Residential,60,69,27,349,0.18,C,2021 Data
2019526,CHALMERS AVE,HOLLY ST,GARDEN ST,Residential,60,69,34,330,0.21,A,2021 Data
2019561,CHICON ST,HOLLY ST,GARDEN ST,Collector,60,69,37,352,0.25,C,2021 Data
2019500,COMAL ST,HOLLY ST,GARDEN ST,Collector,60,66,33,327,0.2,A,2021 Data
2019464,CROSS ST,HOLLY ST,TAYLOR ST,Residential,60,64,27,177,0.09,C,2021 Data
2019577,LYNN ST,HOLLY ST,GARDEN ST,Residential,60,69,27,337,0.17,A,2021 Data
2019650,MILDRED ST,HOLLY ST,GARDEN ST,Residential,60,69,27,356,0.18,C,2021 Data
2019469,NAVASOTA ST,HOLLY ST,TAYLOR ST,Collector,60,65,27,173,0.09,F,2021 Data
2019354,RAINEY ST,RIVER ST,DAVIS ST,Residential,60,89,31,863,0.51,B,2021 Data
2019621,ROBERT T MARTINEZ JR ST,HOLLY ST,GARDEN ST,Collector,60,69,37,337,0.24,B,2021 Data
2019399,SAN MARCOS ST,HOLLY ST,TAYLOR ST,Collector,60,69,27,359,0.18,C,2021 Data
2019433,WALLER ST,HOLLY ST,TAYLOR ST,Collector,60,65,37,174,0.12,D,2021 Data
2019441,CROSS ST,TAYLOR ST,GARDEN ST,Residential,65,69,27,308,0.16,C,2021 Data
2019451,NAVASOTA ST,TAYLOR ST,GARDEN ST,Collector,66,69,27,310,0.16,A,2021 Data
2041269,WALLER ST,TAYLOR ST,GARDEN ST,Collector,66,74,37,313,0.22,C,2021 Data
2019459,COMAL ST,GARDEN ST,GARDEN ST,Collector,67,69,33,160,0.1,B,2021 Data
2033298,JULIUS ST,68,CANTERBURY ST,Residential,68,79,27,304,0.16,D,2021 Data
2019557,ANTHONY ST,GARDEN ST,CANTERBURY ST,Residential,70,79,27,364,0.19,A,2021 Data
2019494,CHALMERS AVE,GARDEN ST,CANTERBURY ST,Residential,70,79,34,376,0.24,A,2021 Data
2019518,CHICON ST,GARDEN ST,CANTERBURY ST,Collector,70,79,37,349,0.24,B,2021 Data
2019437,COMAL ST,GARDEN ST,CANTERBURY ST,Collector,70,77,33,200,0.13,A,2021 Data
2019536,LYNN ST,GARDEN ST,CANTERBURY ST,Residential,70,79,27,366,0.19,A,2021 Data
2019595,MILDRED ST,GARDEN ST,CANTERBURY ST,Residential,70,79,27,364,0.19,B,2021 Data
2019408,NAVASOTA ST,GARDEN ST,CANTERBURY ST,Collector,70,79,27,306,0.16,B,2021 Data
2019575,ROBERT T MARTINEZ JR ST,GARDEN ST,CANTERBURY ST,Collector,70,79,37,371,0.26,B,2021 Data
2033299,SAN SABA ST,70,CANTERBURY ST,Residential,70,79,27,271,0.14,D,2021 Data
2019337,SAN MARCOS ST,TAYLOR ST,SPENCE ST,Collector,70,79,27,339,0.17,C,2021 Data
2033312,TRINITY ST,70,CESAR CHAVEZ ST E,Collector,70,99,27,389,0.2,C,2021 Data
2019235,RED RIVER ST,DAVIS ST,WILLOW ST,Collector,74,83,37,166,0.12,C,2021 Data
2019367,WALLER ST,GARDEN ST,SPENCE ST,Collector,75,79,37,221,0.15,C,2021 Data
2019412,COMAL ST,CANTERBURY ST,CANTERBURY ST,Collector,76,81,33,108,0.07,D,2021 Data
2019513,ANTHONY ST,CANTERBURY ST,WILLOW ST,Residential,80,89,27,340,0.17,A,2021 Data
2019446,CHALMERS AVE,CANTERBURY ST,WILLOW ST,Residential,80,89,34,347,0.22,B,2021 Data
2019478,CHICON ST,CANTERBURY ST,WILLOW ST,Collector,80,89,37,356,0.25,B,2021 Data
2019393,COMAL ST,CANTERBURY ST,WILLOW ST,Collector,80,87,33,243,0.15,A,2021 Data
2019579,CLARA ST,CANTERBURY ST,WILLOW ST,Residential,80,89,27,358,0.18,B,2021 Data
2019642,LLANO ST,CANTERBURY ST,WILLOW ST,Residential,80,89,27,357,0.18,B,2021 Data
2019497,LYNN ST,CANTERBURY ST,WILLOW ST,Residential,80,89,27,360,0.18,B,2021 Data
2019554,MILDRED ST,CANTERBURY ST,WILLOW ST,Residential,80,89,27,359,0.18,F,2021 Data
2019359,NAVASOTA ST,CANTERBURY ST,WILLOW ST,Collector,80,89,27,312,0.16,F,2021 Data
2019648,PLEASANT VALLEY RD N,CANTERBURY ST,WILLOW ST,Arterial,80,89,41,287,0.22,C,2021 Data
2019593,PEDERNALES ST,CANTERBURY ST,WILLOW ST,Collector,80,89,33,361,0.23,C,2021 Data
2019532,ROBERT T MARTINEZ JR ST,CANTERBURY ST,WILLOW ST,Collector,80,89,37,356,0.25,B,2021 Data
2019618,SAN SABA ST,CANTERBURY ST,WILLOW ST,Residential,80,89,27,365,0.19,C,2021 Data
2019289,SAN MARCOS ST,SPENCE ST,WILLOW ST,Collector,80,89,27,339,0.17,A,2021 Data
2019324,WALLER ST,SPENCE ST,CANTERBURY ST,Collector,80,85,37,84,0.06,F,2021 Data
2019214,RED RIVER ST,WILLOW ST,DRISKILL ST,Collector,84,94,37,138,0.1,D,2021 Data
2019358,COMAL ST,WILLOW ST,WILLOW ST,Collector,86,89,33,55,0.03,C,2021 Data
2019315,WALLER ST,CANTERBURY ST,WILLOW ST,Collector,86,89,37,286,0.2,D,2021 Data
2041222,CONGRESS AVE,CONGRESS AVE S,CESAR CHAVEZ ST W,Arterial,87,99,87,640,1.05,D,2021 Data
2019473,ANTHONY ST,WILLOW ST,CESAR CHAVEZ ST E,Residential,90,97,27,354,0.18,B,2021 Data
2019395,CHALMERS AVE,WILLOW ST,CESAR CHAVEZ ST E,Residential,90,98,34,360,0.23,C,2021 Data
2019430,CHICON ST,WILLOW ST,CESAR CHAVEZ ST E,Collector,90,99,37,361,0.25,F,2021 Data
2019345,COMAL ST,WILLOW ST,CESAR CHAVEZ ST E,Collector,90,99,33,306,0.19,D,2021 Data
2019534,CLARA ST,WILLOW ST,CESAR CHAVEZ ST E,Residential,90,98,27,354,0.18,A,2021 Data
2019588,LLANO ST,WILLOW ST,CESAR CHAVEZ ST E,Residential,90,96,27,339,0.17,B,2021 Data
2019456,LYNN ST,WILLOW ST,CESAR CHAVEZ ST E,Residential,90,98,27,348,0.18,A,2021 Data
2019508,MILDRED ST,WILLOW ST,CESAR CHAVEZ ST E,Residential,90,96,27,344,0.18,C,2021 Data
2019305,NAVASOTA ST,WILLOW ST,CESAR CHAVEZ ST E,Collector,90,95,27,299,0.15,C,2021 Data
2021828,PAIGE DR,STRATFORD DR,RILEY RD,Residential,90,201,27,184,0.09,D,2021 Data
2019606,PLEASANT VALLEY RD N,WILLOW ST,CESAR CHAVEZ ST E,Arterial,90,99,41,285,0.22,D,2021 Data
2019552,PEDERNALES ST,WILLOW ST,CESAR CHAVEZ ST E,Collector,90,98,33,355,0.22,C,2021 Data
2019249,RAINEY ST,DAVIS ST,DRISKILL ST,Residential,90,97,31,314,0.18,C,2021 Data
2019496,ROBERT T MARTINEZ JR ST,WILLOW ST,CESAR CHAVEZ ST E,Collector,90,96,37,361,0.25,F,2021 Data
2019572,SAN SABA ST,WILLOW ST,CESAR CHAVEZ ST E,Residential,90,97,27,351,0.18,D,2021 Data
2019260,SAN MARCOS ST,WILLOW ST,CESAR CHAVEZ ST E,Collector,90,99,27,347,0.18,A,2021 Data
2019282,WALLER ST,WILLOW ST,CESAR CHAVEZ ST E,Collector,90,99,37,321,0.22,C,2021 Data
2019189,RED RIVER ST,DRISKILL ST,CESAR CHAVEZ ST E,Collector,95,98,37,213,0.15,D,2021 Data
2033268,SAN JACINTO BLVD,98,CESAR CHAVEZ ST E,Collector,98,99,27,108,0.06,A,2018 Data
2018415,11TH ST E,CONGRESS AVE,BRAZOS ST,Arterial,100,125,68,453,0.58,F,2021 Data
2018143,15TH ST E,CONGRESS AVE,BRAZOS ST,Arterial,100,124,29,443,0.24,F,2021 Data
2018126,15TH ST W,CONGRESS AVE,COLORADO ST,Arterial,100,120,29,454,0.25,F,2021 Data
2046238,16TH ST E,CONGRESS AVE,SAN JACINTO BLVD,Collector,100,219,27,801,0.41,D,2021 Data
2018391,11TH ST W,CONGRESS AVE,COLORADO ST,Arterial,100,119,68,429,0.55,D,2021 Data
2018483,10TH ST E,CONGRESS AVE,BRAZOS ST,Collector,100,121,27,450,0.23,C,2021 Data
2018453,10TH ST W,CONGRESS AVE,COLORADO ST,Collector,100,119,57,432,0.47,C,2021 Data
2019036,2ND ST E,CONGRESS AVE,BRAZOS ST,Collector,100,121,57,443,0.48,F,2021 Data
2019010,2ND ST W,CONGRESS AVE,COLORADO ST,Collector,100,119,57,435,0.47,C,2021 Data
2017044,30TH ST E,UNIVERSITY AVE,SPEEDWAY,Collector,100,215,36,621,0.42,B,2021 Data
2016990,30TH,UNIVERSITY AVE,CEDAR ST,Collector,100,115,36,331,0.23,B,2021 Data
2033200,20TH ST W,101,UNIVERSITY AVE,Residential,100,111,27,207,0.09,F,2021 Data
2017130,27TH ST E,WICHITA ST,SPEEDWAY,Collector,100,117,37,376,0.26,C,2021 Data
2017126,27TH ST W,WICHITA ST,UNIVERSITY AVE,Collector,100,117,37,367,0.26,B,2021 Data
2018048,16TH ST W,CONGRESS AVE,COLORADO ST,Collector,100,121,27,440,0.23,D,2021 Data
2018015,17TH ST E,CONGRESS AVE,BRAZOS ST,Collector,100,121,30,448,0.25,B,2021 Data
2017985,17TH ST W,CONGRESS AVE,COLORADO ST,Collector,100,121,33,444,0.28,F,2022 Data
2017945,18TH ST E,CONGRESS AVE,BRAZOS ST,Collector,100,121,27,449,0.23,B,2022 Data
2017918,18TH ST W,CONGRESS AVE,COLORADO ST,Collector,100,119,27,436,0.22,C,2021 Data
2016556,38TH 1/2 ST W,SPEEDWAY,AVENUE B,Residential,100,314,18,990,0.34,D,2021 Data
2016636,38TH ST E,SPEEDWAY,GRIFFITH ST,Arterial,100,115,27,335,0.17,D,2021 Data
2016611,38TH ST W,SPEEDWAY,CEDAR ST,Arterial,100,119,37,416,0.29,F,2021 Data
2016543,39TH ST E,SPEEDWAY,AVENUE F,Residential,100,117,27,343,0.18,C,2021 Data
2016508,39TH ST W,SPEEDWAY,AVENUE D,Residential,100,115,27,331,0.17,C,2021 Data
2016758,34TH ST W,SPEEDWAY,CEDAR ST,Residential,100,119,27,390,0.2,C,2021 Data
2016699,35TH ST E,SPEEDWAY,HELMS ST,Residential,100,111,27,204,0.1,F,2021 Data
2016688,35TH ST W,SPEEDWAY,CEDAR ST,Residential,100,119,27,396,0.2,C,2021 Data
2016955,31ST ST E,UNIVERSITY AVE,HELMS ST,Residential,100,108,27,191,0.1,C,2021 Data
2016937,31ST ST W,UNIVERSITY AVE,CEDAR ST,Residential,100,115,27,335,0.17,D,2021 Data
2016880,32ND ST E,SPEEDWAY,HELMS ST,Residential,100,111,27,202,0.1,D,2021 Data
2016826,32ND ST W,SPEEDWAY,LIPSCOMB ST,Residential,100,125,25,560,0.27,C,2021 Data
2016813,33RD ST E,SPEEDWAY,HELMS ST,Residential,100,111,27,208,0.11,C,2021 Data
2016784,33RD ST W,SPEEDWAY,LIPSCOMB ST,Residential,100,125,24,547,0.25,D,2021 Data
2016760,34TH ST E,SPEEDWAY,HELMS ST,Residential,100,111,30,210,0.12,D,2018 Data
2016312,42ND ST E,SPEEDWAY,AVENUE F,Residential,100,117,27,348,0.18,C,2021 Data
2016289,42ND ST W,SPEEDWAY,AVENUE D,Residential,100,115,27,337,0.17,F,2021 Data
2016247,43RD ST E,SPEEDWAY,AVENUE F,Residential,100,117,39,343,0.25,B,2021 Data
2018895,4TH ST E,CONGRESS AVE,BRAZOS ST,Collector,100,121,57,446,0.48,F,2021 Data
2018866,4TH ST W,CONGRESS AVE,COLORADO ST,Collector,100,121,57,435,0.47,F,2021 Data
2015525,51ST ST E,51ST ST W,ROWENA ST,Arterial,100,105,27,209,0.11,C,2021 Data
2016217,43RD ST W,SPEEDWAY,AVENUE D,Residential,100,115,39,331,0.24,C,2021 Data
2016168,44TH ST E,SPEEDWAY,AVENUE F,Residential,100,115,27,337,0.17,B,2021 Data
2016139,44TH ST W,SPEEDWAY,AVENUE D,Residential,100,117,27,341,0.17,C,2021 Data
2040634,45TH ST E,SPEEDWAY,AVENUE F,Arterial,100,117,37,340,0.24,D,2021 Data
2016057,45TH ST W,SPEEDWAY,AVENUE D,Arterial,100,117,37,354,0.25,D,2021 Data
2015925,46TH ST E,SPEEDWAY,AVENUE F,Residential,100,115,27,337,0.17,C,2021 Data
2040605,46TH ST W,SPEEDWAY,AVENUE D,Residential,100,117,27,361,0.18,C,2021 Data
2015739,48TH 1/2 ST E,ROWENA ST,AVENUE F,Residential,100,110,27,159,0.08,F,2021 Data
2018967,3RD ST E,CONGRESS AVE,BRAZOS ST,Collector,100,121,57,450,0.49,C,2018 Data
2018944,3RD ST W,CONGRESS AVE,COLORADO ST,Collector,100,119,57,428,0.46,D,2018 Data
2016459,40TH ST E,SPEEDWAY,AVENUE F,Residential,100,115,42,337,0.27,B,2021 Data
2016432,40TH ST W,SPEEDWAY,AVENUE D,Residential,100,117,42,338,0.27,B,2021 Data
2016384,41ST ST E,SPEEDWAY,AVENUE F,Residential,100,117,27,340,0.17,C,2021 Data
2016355,41ST ST W,SPEEDWAY,AVENUE D,Residential,100,115,27,334,0.17,B,2021 Data
2015346,54TH ST E,LINK AVE,AVENUE F,Residential,100,115,28,317,0.17,C,2021 Data
2015225,55TH 1/2 ST W,LINK AVE,CHESTERFIELD AVE,Residential,100,219,27,789,0.4,B,2021 Data
2015280,55TH ST E,LINK AVE,AVENUE F,Residential,100,115,27,324,0.17,D,2021 Data
2015257,55TH ST W,LINK AVE,CHESTERFIELD AVE,Residential,100,219,27,779,0.4,B,2021 Data
2019661,ACADEMY DR,CONGRESS AVE S,MUSIC LN,Collector,100,109,37,166,0.12,C,2021 Data
2022464,ANNIE ST E,CONGRESS AVE S,NICKERSON ST,Collector,100,117,27,380,0.19,D,2021 Data
2022461,ANNIE ST W,CONGRESS AVE S,EVA ST,Collector,100,117,37,380,0.27,B,2021 Data
2015221,56TH ST E,LINK AVE,AVENUE F,Residential,100,115,18,322,0.11,B,2021 Data
2036065,56TH ST W,LINK AVE,CHESTERFIELD AVE,Residential,100,213,18,788,0.27,C,2021 Data
2018825,5TH ST E,CONGRESS AVE,BRAZOS ST,Arterial,100,121,57,441,0.48,F,2021 Data
2019401,ADAM L CHAPA SR ST,CESAR CHAVEZ ST E,2ND ST E,Residential,100,117,27,353,0.18,B,2021 Data
2041581,ALPINE RD E,CONGRESS AVE S,WOODBURY DR,Collector,100,230,37,853,0.6,B,2021 Data
2024163,ALPINE RD W,CONGRESS AVE S,ALPINE CIR,Collector,100,205,27,622,0.32,D,2021 Data
2018801,5TH ST W,CONGRESS AVE,COLORADO ST,Arterial,100,122,57,430,0.46,D,2021 Data
2018758,6TH ST E,CONGRESS AVE,BRAZOS ST,Arterial,100,121,57,451,0.49,F,2021 Data
2026128,AINSWORTH ST,CONGRESS AVE S,GLEN MEADOW DR,Residential,100,221,27,885,0.45,C,2022 Data
2018732,6TH ST W,CONGRESS AVE,COLORADO ST,Arterial,100,128,46,434,0.38,F,2021 Data
2018688,7TH ST E,CONGRESS AVE,BRAZOS ST,Arterial,100,121,57,450,0.49,F,2021 Data
2018657,7TH ST W,CONGRESS AVE,COLORADO ST,Arterial,100,119,57,434,0.47,F,2021 Data
2018618,8TH ST E,CONGRESS AVE,BRAZOS ST,Arterial,100,121,48,442,0.4,F,2021 Data
2018598,8TH ST W,CONGRESS AVE,COLORADO ST,Arterial,100,124,57,432,0.47,F,2021 Data
2018544,9TH ST E,CONGRESS AVE,BRAZOS ST,Collector,100,121,54,442,0.45,D,2021 Data
2033110,37TH ST E,SPEEDWAY,110,Residential,100,110,27,150,0.08,D,2021 Data
2033023,50TH ST E,100,ROWENA ST,Residential,100,105,27,329,0.17,C,2021 Data
2040537,51ST ST W,51ST ST E,LERALYNN ST,Arterial,100,220,27,963,0.49,C,2021 Data
2033016,52ND ST E,100,AVENUE F,Residential,100,115,27,295,0.15,C,2021 Data
2018518,9TH ST W,CONGRESS AVE,COLORADO ST,Collector,100,120,54,436,0.45,D,2021 Data
2044023,B R REYNOLDS DR,CESAR CHAVEZ ST W,LAMAR SB TO B R REYNOLDS RAMP N,Collector,100,201,27,496,0.25,F,2021 Data
3333353,ASH TREE CT,ASHBROOK DR,CUL DE SAC,Residential,100,117,27,121,0.06,D,2022 Data
2010447,APPLEGATE DR E,GEORGIAN DR,JEAN DR,Residential,100,211,20,379,0.14,C,2020 Data
2010438,APPLEGATE DR W,GEORGIAN DR,TURNER DR,Collector,100,117,20,339,0.13,C,2020 Data
2019262,ATTOYAC ST,CESAR CHAVEZ ST E,2ND ST E,Collector,100,117,27,356,0.18,C,2021 Data
2023981,BEN HOWELL DR,EDENS DR,WILSON ST,Residential,100,309,27,560,0.29,B,2021 Data
2019313,BARTON SPRINGS RD,CONGRESS AVE S,RIVERSIDE DR W,Arterial,100,313,58,742,0.81,F,2021 Data
2033503,BIRNAM WOOD CT,100,STRATFORD HILLS LN,Residential,100,227,26,1213,0.6,C,2021 Data
2011170,BEAVER ST,GEORGIAN DR,GUADALUPE ST,Residential,100,408,27,677,0.35,C,2020 Data
2019102,BRAZOS ST,CESAR CHAVEZ ST E,2ND ST E,Arterial,100,117,57,351,0.38,F,2018 Data
2019279,BOULDIN AVE,CIVIC CIR,BARTON SPRINGS RD,Collector,100,410,21,46,0.17,A,2019 Data
