Treatment,Segment ID,Council District,Street Name,Segment Length,Segment Width,Lane Miles,PROJECT_ID,Most Recent Inspection Grade,Most Recent Inspection Year,Functional Class,Days Since Last Maintenance,Number of SLCT6 events,Number of SLCT5 events,Number of SLURRY events,Number of PMOL events,Number of STROL events,Number of CRCKSL events,Number of SLRYCDS events,Number of LUSLCT5 events,Number of FSMOL events,Number of RC-COL events,Number of RH-FDR events,Number of RH-MED events,Number of TRMSS events,Number of LUSLCT6 events,Number of ZPLUOL events,Total Maintenance Events,Number of traffic incidents
SLCT6,2024180,8.0,SUMMERSET TRL,186,41.0,0.14,43353,C,2022.0,Collector,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2024183,8.0,SUMMERSET TRL,343,41.0,0.26,43353,B,2022.0,Collector,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2024191,8.0,SUMMERSET TRL,445,27.0,0.23,43353,D,2022.0,Residential,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2024192,8.0,SUMMERSET TRL,191,41.0,0.15,43353,F,2022.0,Collector,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2024196,8.0,SUMMERSET TRL,322,41.0,0.24,43353,D,2022.0,Collector,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2024224,8.0,SUMMERSET TRL,448,41.0,0.35,43353,F,2022.0,Collector,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2041572,8.0,SUMMERSET TRL,644,41.0,0.5,43353,C,2022.0,Collector,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2024222,8.0,SUNKIST LN,288,27.0,0.15,43660,C,2022.0,Residential,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024244,8.0,SUNKIST LN,263,27.0,0.14,43660,B,2022.0,Residential,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024276,8.0,SUNKIST LN,358,27.0,0.18,43660,B,2022.0,Residential,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2034328,8.0,WHITE ELM CT,187,27.0,0.11,43705,D,2022.0,Residential,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024228,8.0,WHITE ELM DR,377,27.0,0.21,43706,A,2022.0,Residential,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2024260,8.0,WHITE ELM DR,366,27.0,0.17,43706,B,2022.0,Residential,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2024275,8.0,WHITE ELM DR,197,27.0,0.11,43706,F,2022.0,Residential,2314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2013194,10.0,LEDGE MOUNTAIN DR,576,37.0,0.4,43325,C,2020.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
SLCT6,2013200,10.0,LEDGE MOUNTAIN DR,278,41.0,0.2,43325,D,2020.0,Collector,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
SLCT6,2013708,10.0,LEDGE MOUNTAIN DR,1770,41.0,1.35,43325,C,2020.0,Collector,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
SLCT6,2034352,8.0,ADEL CV,281,27.0,0.16,43373,C,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2032218,10.0,BELO HORIZONTE CIR,235,27.0,0.12,43393,C,2020.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2013195,10.0,CAT MOUNTAIN DR,918,27.0,0.47,43416,C,2020.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2013196,10.0,CAT MOUNTAIN DR,289,27.0,0.15,43416,C,2020.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2013203,10.0,CAT MOUNTAIN DR,324,27.0,0.17,43416,B,2020.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2013204,10.0,CAT MOUNTAIN DR,1051,27.0,0.54,43416,C,2020.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2024293,8.0,GRIDER PASS,646,27.0,0.34,43500,B,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024292,8.0,LANGTRY LN,258,27.0,0.12,43541,C,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2041604,8.0,LANGTRY LN,900,27.0,0.47,43541,C,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2034357,8.0,MYRA CT,198,27.0,0.11,43575,F,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2032221,10.0,TWIN LEDGE DR,796,27.0,0.4,43675,C,2020.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2034333,8.0,YELLOW ROSE CV,155,27.0,0.08,43722,C,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024274,8.0,YELLOW ROSE TRL,348,27.0,0.18,43723,B,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024296,8.0,YELLOW ROSE TRL,274,27.0,0.15,43723,C,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024300,8.0,YELLOW ROSE TRL,294,27.0,0.15,43723,B,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024313,8.0,YELLOW ROSE TRL,138,27.0,0.07,43723,F,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024322,8.0,YELLOW ROSE TRL,292,27.0,0.15,43723,C,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024337,8.0,YELLOW ROSE TRL,329,27.0,0.17,43723,B,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2034355,8.0,YELLOW ROSE TRL,121,27.0,0.06,43723,A,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2041588,8.0,YELLOW ROSE TRL,743,27.0,0.38,43723,B,2022.0,Residential,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2031970,10.0,COUNTRY CANYON CV,189,27.0,0.1,43173,F,2020.0,Residential,2313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2041737,2.0,FREIDRICH LN,1284,57.0,1.39,28197,B,2022.0,Collector,2311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,52
PMOL,2023180,2.0,FREIDRICH LN,523,57.0,0.56,28197,C,2022.0,Collector,2311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,52
FSMOL,2031971,10.0,AMBERWOOD CV,131,27.0,0.07,42996,D,2020.0,Residential,2311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
SLCT5,2024216,8.0,ESCARPMENT BLVD,643,33.0,0.37,43281,B,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,2024262,8.0,ESCARPMENT,784,33.0,0.48,43281,A,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2024328,8.0,ESCARPMENT BLVD,687,33.0,0.42,43281,C,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,2038198,8.0,ESCARPMENT BLVD,651,33.0,0.38,43281,C,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,2038199,8.0,ESCARPMENT BLVD,767,33.0,0.47,43281,B,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,2038200,8.0,ESCARPMENT BLVD,690,33.0,0.42,43281,C,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,3260315,8.0,ESCARPMENT BLVD,510,33.0,0.32,43281,B,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,3260318,8.0,ESCARPMENT BLVD,508,33.0,0.32,43281,B,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,3260320,8.0,ESCARPMENT BLVD,420,33.0,0.26,43281,B,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,3260321,8.0,ESCARPMENT BLVD,410,33.0,0.26,43281,A,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,3260323,8.0,ESCARPMENT BLVD,410,33.0,0.26,43281,C,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT5,3260324,8.0,ESCARPMENT BLVD,382,33.0,0.24,43281,B,2022.0,Arterial,2311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178
SLCT6,3266658,5.0,DESERT WILLOW LOOP,244,31.0,0.14,43455,B,2022.0,Residential,2310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
SLCT6,3266671,5.0,DESERT WILLOW LOOP,1535,31.0,0.9,43455,B,2022.0,Residential,2310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
SLCT6,3266676,5.0,DESERT WILLOW LOOP,288,31.0,0.17,43455,B,2022.0,Residential,2310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
SLCT6,3266678,5.0,DESERT WILLOW LOOP,209,31.0,0.12,43455,C,2022.0,Residential,2310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
SLCT6,3266682,5.0,DESERT WILLOW LOOP,410,45.0,0.35,43455,D,2022.0,Residential,2310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
SLCT6,3266655,5.0,MORNING PRIMROSE CT,425,31.0,0.25,43573,D,2022.0,Residential,2310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3266667,5.0,ROSE MALLOW WAY,694,31.0,0.41,43619,B,2022.0,Residential,2310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2034370,8.0,SANDERSON AVE,1036,41.0,0.83,43636,B,2022.0,Residential,2308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2007915,10.0,CHELSEA MOOR,289,27.0,0.15,43423,B,2020.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2027999,5.0,COATS CIR,1607,27.0,0.82,43429,C,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2028003,5.0,COATS CIR,257,27.0,0.13,43429,C,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2035254,5.0,COATS CV,444,27.0,0.23,43430,D,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2028037,5.0,DESCO DR,1386,27.0,0.71,43453,C,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3266809,5.0,DESERT PRIMROSE DR,272,45.0,0.23,43454,B,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,3266920,5.0,DESERT PRIMROSE DR,508,31.0,0.3,43454,B,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2028065,5.0,HILLHAVEN DR,753,27.0,0.39,43514,C,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2035284,5.0,HILLHAVEN DR,543,27.0,0.28,43514,B,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2028018,5.0,PICKARD LN,289,27.0,0.15,43592,C,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2028044,5.0,PICKARD LN,293,27.0,0.15,43592,B,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2035275,5.0,PICKARD LN,481,27.0,0.25,43592,C,2022.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2007918,10.0,WOODCREST DR,103,27.0,0.05,43714,B,2020.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2031073,10.0,ZENITH CV,324,25.0,0.15,43725,D,2020.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2031086,10.0,ZEUS CV,374,25.0,0.18,43726,C,2020.0,Residential,2306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2025928,5.0,SEDGEMOOR TRL,377,42.0,0.3,43350,A,2022.0,Collector,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
SLCT6,2025959,5.0,SEDGEMOOR TRL,380,42.0,0.3,43350,C,2022.0,Collector,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
SLCT6,2042061,5.0,SEDGEMOOR TRL,682,42.0,0.54,43350,B,2022.0,Collector,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
SLCT6,2034671,5.0,JAPONICA CT,476,29.0,0.26,43526,C,2022.0,Residential,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2027998,5.0,KAISER DR,219,27.0,0.13,43531,B,2022.0,Residential,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
SLCT6,2028000,5.0,KAISER DR,274,27.0,0.14,43531,C,2022.0,Residential,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
SLCT6,2028002,5.0,KAISER DR,673,27.0,0.34,43531,A,2022.0,Residential,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
SLCT6,2028006,5.0,KAISER DR,570,27.0,0.29,43531,B,2022.0,Residential,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
SLCT6,2034662,5.0,SANGER DR,566,29.0,0.31,43637,B,2022.0,Residential,2305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PMOL,2019197,3.0,GARWOOD ST,682,27.0,0.35,70215,B,2021.0,Residential,2303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
PMOL,2019234,3.0,GARWOOD ST,676,27.0,0.35,70215,B,2021.0,Residential,2303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
SLCT6,2028210,5.0,RIVER PLANTATION DR,1414,37.0,0.99,43616,A,2022.0,Residential,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2028226,5.0,RIVER PLANTATION DR,506,37.0,0.35,43616,A,2022.0,Residential,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2028262,5.0,RIVER PLANTATION DR,1316,37.0,0.92,43616,A,2022.0,Residential,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2028280,5.0,RIVER PLANTATION DR,651,37.0,0.46,43616,B,2022.0,Residential,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2028290,5.0,RIVER PLANTATION DR,284,37.0,0.2,43616,A,2022.0,Residential,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2028302,5.0,RIVER PLANTATION DR,935,37.0,0.66,43616,A,2022.0,Residential,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2028520,5.0,RIVER PLANTATION DR,767,37.0,0.54,43616,B,2022.0,Residential,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2028521,5.0,RIVER PLANTATION DR,401,37.0,0.28,43616,A,2022.0,Residential,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,5138596,5.0,RIVER PLANTATION DR,233,37.0,0.16,43616,C,2022.0,Collector,2301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT5,2005444,6.0,MC NEIL DR,347,25.0,0.16,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2005473,6.0,MC NEIL DR,649,25.0,0.3,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2007558,6.0,MC NEIL DR,907,56.0,0.94,43283,C,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2007574,6.0,MC NEIL DR,791,56.0,0.85,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2007599,6.0,MC NEIL DR,328,56.0,0.36,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2007607,6.0,MC NEIL DR,313,56.0,0.33,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2007623,6.0,MC NEIL DR,528,56.0,0.58,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2007642,6.0,MC NEIL DR,691,56.0,0.72,43283,F,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2038392,6.0,MC NEIL DR,156,25.0,0.08,43283,C,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2038393,6.0,MC NEIL DR,650,25.0,0.3,43283,C,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,2038396,6.0,MC NEIL DR,346,27.1,0.17,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,3193468,6.0,MC NEIL DR,446,25.0,0.21,43283,C,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,3193469,6.0,MC NEIL DR,420,25.0,0.2,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT5,3323859,6.0,MC NEIL DR,1034,56.0,0.58,43283,B,2020.0,Arterial,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2034705,5.0,LEAH CV,207,42.0,0.16,43324,D,2022.0,Collector,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2026162,5.0,ROXANNA DR,527,35.0,0.35,43347,B,2022.0,Collector,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2026163,5.0,ROXANNA DR,403,35.0,0.27,43347,D,2022.0,Collector,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2027735,5.0,ROXANNA DR,193,43.0,0.16,43347,D,2022.0,Collector,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2027762,5.0,ROXANNA DR,599,43.0,0.47,43347,F,2022.0,Collector,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2042099,5.0,ROXANNA DR,328,35.0,0.22,43347,C,2022.0,Collector,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2042102,5.0,ROXANNA DR,318,43.0,0.26,43347,D,2022.0,Collector,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2047197,5.0,ROXANNA DR,253,43.0,0.21,43347,B,2022.0,Collector,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
SLCT6,2025932,5.0,BORDLEY DR,278,29.0,0.15,43402,B,2022.0,Residential,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2025948,5.0,BORDLEY DR,327,29.0,0.18,43402,A,2022.0,Residential,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2035179,5.0,CEDRICK CV,188,29.0,0.1,43419,F,2022.0,Residential,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2034699,5.0,DOLIVER DR,265,29.0,0.15,43458,C,2022.0,Residential,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2042086,5.0,DOLIVER DR,812,29.0,0.45,43458,B,2022.0,Residential,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2034703,5.0,RACHAEL CT,320,29.0,0.18,43609,C,2022.0,Residential,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2026005,5.0,TANGLEVINE DR,271,29.0,0.15,43663,B,2022.0,Residential,2298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2047200,5.0,BRIAR RIDGE DR,1339,29.0,0.74,43407,D,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
SLCT6,2025962,5.0,CASTLEDALE DR,451,27.0,0.23,43414,C,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2034679,5.0,KEMPLER DR,454,29.0,0.25,43533,D,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2034702,5.0,KEMPLER DR,284,29.0,0.16,43533,D,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2042090,5.0,KEMPLER DR,790,29.0,0.43,43533,B,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2026080,5.0,PIPING ROCK TRL,426,29.0,0.23,43596,B,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2026081,5.0,PIPING ROCK TRL,627,29.0,0.34,43596,B,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2026082,5.0,PIPING ROCK TRL,259,29.0,0.14,43596,B,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2042088,5.0,PIPING ROCK TRL,603,29.0,0.33,43596,C,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2047201,5.0,PIPING ROCK TRL,526,29.0,0.28,43596,D,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SLCT6,2025968,5.0,PRINCEWOOD PASS,249,29.0,0.14,43605,C,2022.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3272467,7.0,HOWARD LN W,490,33.0,0.31,43692,D,2020.0,Arterial,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3272470,7.0,HOWARD LN W,487,27.1,0.25,43692,B,2020.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3272477,7.0,HOWARD LN W,559,33.0,0.35,43692,C,2020.0,Arterial,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3272480,7.0,HOWARD LN W,567,27.1,0.29,43692,A,2020.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3272488,7.0,HOWARD LN W,888,33.0,0.56,43692,D,2020.0,Arterial,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3272489,7.0,HOWARD LN W,1196,33.0,0.75,43692,B,2020.0,Arterial,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3272492,7.0,HOWARD LN W,879,27.1,0.45,43692,B,2020.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,3272493,7.0,HOWARD LN W,1191,27.1,0.61,43692,A,2020.0,Residential,2297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLCT6,2024352,8.0,CONVICT HILL RD,615,47.0,0.52,43303,B,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2024366,8.0,CONVICT HILL RD,377,47.0,0.34,43303,B,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2024391,8.0,CONVICT HILL RD,495,47.0,0.44,43303,B,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2024398,8.0,CONVICT HILL RD,179,41.0,0.14,43303,C,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2024402,8.0,CONVICT HILL RD,210,41.0,0.16,43303,C,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2024414,8.0,CONVICT HILL RD,330,41.0,0.26,43303,B,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2024425,8.0,CONVICT HILL RD,276,41.0,0.21,43303,A,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2024489,8.0,CONVICT HILL RD,302,30.0,0.18,43303,B,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2038596,8.0,CONVICT HILL RD,1223,22.0,0.51,43303,B,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2041649,8.0,CONVICT HILL RD,1146,30.0,0.65,43303,C,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2041695,8.0,CONVICT HILL RD,309,41.0,0.25,43303,B,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2041706,8.0,CONVICT HILL RD,652,24.0,0.29,43303,D,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2046348,8.0,CONVICT HILL RD,2351,41.0,1.82,43303,C,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
SLCT6,2048121,8.0,CONVICT HILL RD,921,41.0,0.26,43303,B,2022.0,Collector,2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132
PMOL,2012698,10.0,DOE VALLEY LN,304,27.0,0.16,43178,A,2020.0,Residential,2295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
